f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω), -Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,469504,90.5454,6800,6.59E+10,3.71E-12
68129,693854,89.7256,,,
46416,1.02E+06,89.3022,,,
31623,1.48E+06,88.6753,,,
21544,2.16E+06,88.7261,,,
14678,3.16E+06,88.4147,,,
10000,4.62E+06,88.1408,,,
6812.9,6.72E+06,88.0963,,,
4641.6,9.77E+06,87.9803,,,
3162.3,1.42E+07,87.7873,,,
2154.4,2.06E+07,87.7544,,,
1467.8,3.00E+07,87.6218,,,
1000,4.36E+07,87.6228,,,
681.29,6.32E+07,87.9926,,,
464.16,9.15E+07,87.6687,,,
316.23,1.33E+08,87.6455,,,
215.44,1.95E+08,87.6195,,,
146.78,2.82E+08,87.5135,,,
100,4.09E+08,87.3565,,,
68.129,5.91E+08,87.4399,,,
46.416,8.51E+08,87.9176,,,
31.623,1.21E+09,88.5578,,,
21.544,1.84E+09,87.5201,,,
14.678,2.66E+09,86.4128,,,
10,3.80E+09,89.3529,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,374732,90.5183,1460,4.67E+10,4.50E-12
68129,554608,89.9241,,,
46416,814464,89.7946,,,
31623,1.19E+06,89.4597,,,
21544,1.74E+06,89.2702,,,
14678,2.56E+06,89.3396,,,
10000,3.75E+06,89.1914,,,
6812.9,5.49E+06,89.1723,,,
4641.6,8.05E+06,88.9163,,,
3162.3,1.17E+07,88.6998,,,
2154.4,1.72E+07,88.3191,,,
1467.8,2.50E+07,88.2792,,,
1000,3.65E+07,88.1143,,,
681.29,5.29E+07,87.7711,,,
464.16,7.74E+07,87.404,,,
316.23,1.12E+08,87.1617,,,
215.44,1.64E+08,86.9681,,,
146.78,2.35E+08,86.4601,,,
100,3.41E+08,86.6958,,,
68.129,4.85E+08,86.3886,,,
46.416,7.11E+08,85.5861,,,
31.623,1.06E+09,87.916,,,
21.544,1.47E+09,83.8756,,,
14.678,2.15E+09,88.9835,,,
10,3.16E+09,89.3083,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,264200,89.5918,4940,5.21E+10,6.23E-12
68129,389380,89.3087,,,
46416,570525,89.2873,,,
31623,834708,89.1693,,,
21544,1.22E+06,89.2854,,,
14678,1.78E+06,89.1307,,,
10000,2.61E+06,89.1239,,,
6812.9,3.82E+06,89.2078,,,
4641.6,5.60E+06,89.2365,,,
3162.3,8.19E+06,89.3974,,,
2154.4,1.20E+07,89.3076,,,
1467.8,1.76E+07,89.225,,,
1000,2.57E+07,89.3003,,,
681.29,3.76E+07,89.2612,,,
464.16,5.50E+07,89.1215,,,
316.23,8.06E+07,89.1325,,,
215.44,1.18E+08,89.5195,,,
146.78,1.73E+08,88.9837,,,
100,2.53E+08,89.6746,,,
68.129,3.70E+08,88.7782,,,
46.416,5.37E+08,89.2799,,,
31.623,7.98E+08,87.9986,,,
21.544,1.14E+09,87.2049,,,
14.678,1.60E+09,87.89,,,
10,2.43E+09,88.9279,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,230951,89.0173,6250,8.41E+10,7.09E-12
68129,339642,89.0126,,,
46416,498522,89.1186,,,
31623,728185,89.1374,,,
21544,1.07E+06,89.1351,,,
14678,1.56E+06,89.1368,,,
10000,2.29E+06,89.198,,,
6812.9,3.35E+06,89.2185,,,
4641.6,4.90E+06,89.2591,,,
3162.3,7.16E+06,89.313,,,
2154.4,1.05E+07,89.1733,,,
1467.8,1.54E+07,89.2159,,,
