f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,300158.5136,87.86601433,13418,77210000,5.65E-12
68129,439346.4185,87.86392217,,,
46416,643476.7136,88.17596042,,,
31623,936750.4418,87.90507152,,,
21544,1372064.431,87.74339614,,,
14678,1995902.763,87.35865491,,,
10000,2916349.501,86.83600138,,,
6812.9,4255001.603,86.02175069,,,
4641.6,6209894.924,84.95341204,,,
3162.3,9060284.08,83.2377083,,,
2154.4,13210242.71,80.54298707,,,
1467.8,19097613.92,76.52922423,,,
1000,27248779.8,70.75919084,,,
681.29,37567712.49,62.57485316,,,
464.16,48818242.73,52.75846304,,,
316.23,58217742.26,42.45384327,,,
215.44,63545677.84,34.57135385,,,
146.78,66183892.08,31.59338829,,,
100,68819041.38,33.10174979,,,
68.129,76769240.86,38.63900534,,,
46.416,89683252.47,47.23643325,,,
31.623,111727088.5,55.06292956,,,
21.544,137646666.7,64.22895954,,,
14.678,207226219.3,66.32895305,,,
10,281360009.5,74.29377608,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,131995.7253,87.96584019,5759.7,21495000000,1.24E-11
68129,194065.0819,88.35784654,,,
46416,284282.3025,88.66320578,,,
31623,416070.9627,88.9185274,,,
21544,609552.4206,89.06783942,,,
14678,891716.6082,89.11256246,,,
10000,1307183.818,89.22720217,,,
6812.9,1913696.39,89.283514,,,
4641.6,2803602.87,89.33595183,,,
3162.3,4103935.592,89.37743047,,,
2154.4,6011978.142,89.42871429,,,
1467.8,8804663.859,89.30968109,,,
1000,12895856.41,89.31376339,,,
681.29,18899421.39,89.24657991,,,
464.16,27645213.58,89.27167736,,,
316.23,40510479.32,89.04300608,,,
215.44,59041568.29,89.12177839,,,
146.78,86531476.69,88.93511222,,,
100,126944361.3,88.71712384,,,
68.129,184830550.8,88.98956523,,,
46.416,269781225,88.71102042,,,
31.623,392238285.8,87.90109657,,,
21.544,569857054.5,88.28629502,,,
14.678,827416986.2,87.86780007,,,
