f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (?),#NAME?,Output Rs.R (?),Output Rct.R (?),Output C.C (F)
100000,124748.0163,87.16378161,7216.6,19780000000,1.32E-11
68129,183211.8289,87.81573854,,,
46416,268338.8735,88.32589412,,,
31623,392749.9021,88.63044788,,,
21544,575376.0632,88.85297661,,,
14678,841351.5525,88.98320385,,,
10000,1233726.254,89.0938301,,,
6812.9,1804766.616,89.13123907,,,
4641.6,2644734.153,89.23479448,,,
3162.3,3871361.597,89.27911507,,,
2154.4,5667372.836,89.2590142,,,
1467.8,8295486.257,89.18867845,,,
1000,12132976.13,89.24850776,,,
681.29,17756238.4,89.18604649,,,
464.16,25985683.48,89.18370493,,,
316.23,38023136.95,89.13426313,,,
215.44,55652097.75,88.9396568,,,
146.78,81173533.93,88.74005199,,,
100,118476694.6,88.72815739,,,
68.129,173951619,88.64436278,,,
46.416,253937518.3,88.51436403,,,
31.623,371150652.3,88.81179963,,,
21.544,541917403.5,87.39705262,,,
14.678,774182142.1,87.60893151,,,
10,1154040097,87.82908385,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,112865.7675,86.20736409,9410.6,11909000000,1.53E-11
68129,165148.1005,86.92628818,,,
46416,241312.692,87.47299289,,,
31623,351830.6555,87.85036833,,,
21544,514235.9057,88.13963359,,,
14678,748856.8898,88.1870974,,,
10000,1094718.923,88.27633344,,,
6812.9,1595813.525,88.36783267,,,
4641.6,2330105.512,88.42905354,,,
3162.3,3398673.348,88.45366345,,,
2154.4,4956802.708,88.3965092,,,
1467.8,7234208.124,88.24847346,,,
1000,10537050.22,88.20419997,,,
681.29,15370777.96,88.18816896,,,
464.16,22391403.12,87.99947716,,,
316.23,32575269.19,88.02827895,,,
215.44,47370790.91,88.03142371,,,
146.78,68822755.58,87.57160528,,,
100,100022624.8,87.38688497,,,
68.129,145429149.7,87.54450243,,,
46.416,211120420.4,87.35766553,,,
31.623,307746427.3,87.27954876,,,
21.544,448340141.3,87.09434917,,,
14.678,640472568.9,87.35077176,,,
10,958834168.8,87.05525994,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,473907.7592,80.28142189,243130,7118300000,1.27E-11
68129,672796.5973,77.53844298,,,
46416,937526.0708,74.77133151,,,
31623,1292907.288,71.58547421,,,
21544,1742550.036,68.46470762,,,
14678,2303033.725,64.84560056,,,
10000,2982802.349,61.64283007,,,
6812.9,3759630.577,59.24730663,,,
4641.6,4636725.056,58.43648477,,,
3162.3,5711830.818,59.91385133,,,
2154.4,7194559.754,63.60755965,,,
1467.8,9397893.003,68.2875033,,,
1000,12776384.81,73.16628317,,,
681.29,17917421.61,77.2449803,,,
464.16,25530048.43,80.24957219,,,
316.23,36789090.09,82.55345333,,,
215.44,53071522.43,83.88957402,,,
