f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (?),#NAME?,Output Rs.R (?),Output Rct.R (?),Output C.C (F)
100000,219662.0054,73.03776335,128020,7681600,1.91E-11
68129,300205.4996,70.50352822,,,
46416,404627.1983,68.05117977,,,
31623,538690.4151,65.70303123,,,
21544,710056.2839,63.09702701,,,
14678,923414.612,60.55682373,,,
10000,1190581.54,58.00500273,,,
6812.9,1514395.814,55.50705475,,,
4641.6,1899498.186,53.02542464,,,
3162.3,2349242.871,50.8662885,,,
2154.4,2876048.55,49.19189279,,,
1467.8,3495408.353,48.00874288,,,
1000,4237235.822,47.44916098,,,
681.29,5140275.114,47.30711764,,,
464.16,6254990.358,47.50724745,,,
316.23,7637679.5,47.91804003,,,
215.44,9362081.477,48.42376644,,,
146.78,11543603.66,48.79487025,,,
100,14283867.92,49.16122491,,,
68.129,17697449.44,49.27458572,,,
46.416,21969735.41,49.08755122,,,
31.623,27231774.59,48.66917375,,,
21.544,33611467.14,47.86297392,,,
14.678,41313204.28,46.93325645,,,
10,50407725.88,45.67983794,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,461825.8543433,82.6308529737641,152440,29311000,7.012E-12
68129,657729.296608711,80.401100846306,,,
46416,927987.333159395,78.1716962983912,,,
31623,1304499.49716365,75.6857094065533,,,
21544,1805677.0285616,72.86294176393,,,
14678,2462672.40426922,69.8594379241946,,,
10000,3314140.95841418,66.210327353487,,,
6812.9,4361165.03396577,62.4903848454428,,,
4641.6,5605023.16545671,58.8796466133086,,,
3162.3,6994020.25709343,55.8070200654274,,,
2154.4,8677400.70952621,53.7165462862753,,,
1467.8,10696465.7502673,52.4882698321043,,,
1000,13192950.6650954,52.0610547849755,,,
681.29,16323111.5738186,52.2104091217074,,,
464.16,20345272.3082822,52.5313280698993,,,
316.23,25435084.0786599,52.8282264448261,,,
215.44,31875468.1640745,52.9892618920132,,,
146.78,40061270.0896297,53.1984994271066,,,
100,50509781.5734147,53.3947915603691,,,
68.129,63542944.6169537,53.4314794579341,,,
46.416,80214740.2806197,53.3389659906676,,,
31.623,101433757.430379,53.1431513427136,,,
21.544,127991334.287536,52.2191963226214,,,
14.678,161463376.566148,51.2250983933749,,,
10,200537756.031448,49.3076587158957,,,
100000,274387.307586661,55.8078329727745,,,
68129,367926.824752156,64.8738805798149,,,
46416,514568.552626258,71.8142840802743,,,
31623,737193.515406372,76.6669120590741,,,
21544,1069246.01140935,79.7503386958066,,,
14678,1559692.84017008,81.3789735255419,,,
10000,2279817.20705551,81.7495501100886,,,
6812.9,3330896.41190362,80.9091813159165,,,
4641.6,4850771.29680958,78.7521387324209,,,
3162.3,7009376.29154817,75.0300535416994,,,
2154.4,9967021.57402813,69.4050670198721,,,
1467.8,13748755.8020691,61.6233022708592,,,
1000,18039676.5828692,51.8641227217266,,,
681.29,22121015.4249304,41.0805419711894,,,
464.16,25271447.8662304,30.7609816759413,,,
316.23,27276729.1917342,22.0926495833004,,,
215.44,28385387.123533,15.4648300004683,,,
146.78,28948014.2836846,10.6767820154831,,,
100,29220803.6835967,7.32002943022744,,,
68.129,29350069.9551724,5.00186096381553,,,
46.416,29410654.6119726,3.41246279455037,,,
31.623,29438903.6474831,2.32639145820311,,,
21.544,29452044.1348118,1.58538947523929,,,
14.678,29458148.6875039,1.08028124650383,,,
10,29460983.6381857,0.736034145352398,,,
