f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,574689.1337,91.10326321,-2266.8,44273000000,2.90E-12
68129,849869.4096,90.25584155,,,
46416,1246621.717,89.76950891,,,
31623,1825674.912,89.4356112,,,
21544,2674537.45,89.47461091,,,
14678,3892976.762,89.1141197,,,
10000,5714547.232,88.9608829,,,
6812.9,8309242.217,89.05694108,,,
4641.6,12135796.82,88.79524673,,,
3162.3,17729954.19,89.00411388,,,
2154.4,25985680.67,89.065862,,,
1467.8,37911398.82,88.82870135,,,
1000,55537952.63,88.6325841,,,
681.29,81177098.75,88.53158066,,,
464.16,118536539.3,88.68025106,,,
316.23,171958203.6,88.46984574,,,
215.44,252945760.8,87.75246902,,,
146.78,366198435.7,88.50384418,,,
100,529218223.7,88.78230996,,,
68.129,780261229.8,87.58074573,,,
46.416,1119565565,87.5164129,,,
31.623,1600388763,89.26703428,,,
21.544,2355108492,86.85146723,,,
14.678,3590287084,86.1613764,,,
10,5062069588,83.3083716,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,558570.070313825,90.7252206557462,2260.1,87450000000,3.0345E-12
68129,824723.209414026,89.9104975117472,,,
46416,1210948.64804302,89.6099008236237,,,
31623,1766968.11547173,89.3614600449263,,,
21544,2588121.7826015,89.2832526143465,,,
14678,3776195.53076883,88.8983545065892,,,
10000,5535100.20853327,88.7703215388833,,,
6812.9,8054052.43314589,88.8090300178641,,,
4641.6,11753115.7366429,88.7443233607378,,,
3162.3,17260422.5661564,88.7765487440633,,,
2154.4,25136691.8874701,88.6901426224143,,,
1467.8,36742820.9279245,88.8294648022,,,
1000,53658195.5863523,88.6352862575738,,,
681.29,78413402.3974282,88.7093410209903,,,
464.16,113785603.905805,88.3592758730051,,,
316.23,166706338.811328,88.4260427598866,,,
215.44,245599123.954008,86.8123877093597,,,
146.78,351873191.628092,88.3717694037741,,,
100,515830997.121055,87.4610322222089,,,
68.129,734910684.389727,88.4453162203206,,,
46.416,1095867735.55634,88.528411749604,,,
31.623,1541052543.30813,89.9998211308596,,,
21.544,2275444927.32381,86.8366783262969,,,
14.678,3122129504.38494,89.313095943423,,,
10,4504118695.27345,87.4668260147998,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,560419.923728501,89.9607804644461,5164.5,127480000000,2.8727E-12
68129,824916.334570491,89.468262212545,,,
46416,1213084.86700483,89.5599002181882,,,
31623,1771899.75899182,89.6936144762371,,,
21544,2599275.30319304,89.6944198384412,,,
14678,3804089.09815021,89.4678859722327,,,
10000,5580553.02893743,89.3230665844459,,,
6812.9,8171638.6695857,89.4358333238503,,,
4641.6,11959208.8072018,89.6861538273675,,,
3162.3,17586402.9362075,89.6016364378523,,,
2154.4,25865421.4571898,90.0781047565021,,,
1467.8,37812093.5403778,89.8459187300253,,,
1000,55757460.1115828,89.9526303063131,,,
681.29,81685025.9631903,90.0298747266592,,,
464.16,120045379.756946,89.6216967365691,,,
316.23,177819173.59844,89.6103941368892,,,
215.44,258884125.138525,89.658060824148,,,
146.78,374395478.886503,89.1561470317278,,,
100,553034929.096437,88.3837609394797,,,
68.129,800952651.429982,89.2289748353101,,,
46.416,1176673723.62235,87.8681177634764,,,
31.623,1798905406.68436,87.5169669806309,,,
21.544,2479122333.79417,90.0669538124793,,,
14.678,3417926068.49521,86.2230802869674,,,
10,5759484615.82659,89.7826167902534,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,748749.975603773,91.9757493027539,-15312,14429000000,2.4554E-12
68129,1115901.16228941,91.0512218369218,,,
46416,1642416.64716225,90.5138467142641,,,
31623,2415537.33459854,89.9873895268842,,,
21544,3542793.10218886,89.8032591796187,,,
14678,5162360.96441977,89.0642702256447,,,
10000,7569760.49173459,88.625459266765,,,
6812.9,10975390.0842159,87.9254041564424,,,
4641.6,15923220.1624976,87.8392267929695,,,
3162.3,23006678.0336532,87.5953962107399,,,
2154.4,33515648.4273229,87.999553919271,,,
1467.8,48320316.7568225,88.0449750380183,,,
1000,70580303.0713435,88.0893089386875,,,
681.29,102961535.751354,88.3383034302911,,,
464.16,151653482.304823,87.1720132868211,,,
316.23,220763900.988313,86.129967805077,,,
215.44,319454616.746546,85.9806571801483,,,
146.78,456193506.417318,82.7017085967681,,,
100,648376534.683194,81.0754419316969,,,
68.129,902915919.503518,79.1384248310326,,,
46.416,1250691222.89885,77.7392356951853,,,
31.623,1769644897.59295,78.4184357509184,,,
21.544,2218643187.97414,79.2155494852168,,,
14.678,3161545498.11661,82.5362972482817,,,
10,4490836906.69645,79.1236164233629,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,780113.862600041,92.1140276773092,-20753,75689000000,2.1042E-12
68129,1158709.67577835,91.0140991020807,,,
46416,1700662.8407204,90.460411040148,,,
31623,2484562.93603998,90.1750190301569,,,
21544,3690588.37209919,90.1156460993619,,,
14678,5359321.18418347,89.5089252279133,,,
10000,7883716.4507585,89.3456931389191,,,
6812.9,11466051.1628813,89.2348885714462,,,
4641.6,16785293.1347602,89.3845529557577,,,
3162.3,24633477.3636854,89.2580461414326,,,
2154.4,36182725.4511253,89.6205268944493,,,
1467.8,52703656.4128445,89.143622637917,,,
1000,77338931.6537645,89.317041867492,,,
681.29,112722791.126297,89.4855262974673,,,
464.16,165063548.888173,89.3322309358585,,,
316.23,245047491.044676,89.4239053604338,,,
215.44,351126314.795871,89.7847012146647,,,
146.78,513555489.62681,88.3299695309495,,,
100,721699936.772243,88.811134386938,,,
68.129,1116089809.93221,88.3868905223527,,,
46.416,1596235153.08049,87.5583875509125,,,
31.623,2268481635.84161,87.6001830558709,,,
21.544,3185193693.94645,82.6343562839715,,,
14.678,4680032258.31797,83.6317710121143,,,
10,6789532908.09271,89.9524530386767,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
