f,Z,Phi,Rs,Rct,C
21.544,7.88E+08,87.64,,,
14.678,1.17E+09,86.6412,,,
10,1.63E+09,86.6353,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,217554,89.1527,5920,15700000000,7.66E-12
68129,320045,89.036,,,
46416,469484,89.1089,,,
31623,686761,89.0585,,,
21544,1.00E+06,88.9954,,,
14678,1.47E+06,88.9802,,,
10000,2.15E+06,88.9657,,,
6812.9,3.14E+06,88.8916,,,
4641.6,4.59E+06,89.0204,,,
3162.3,6.70E+06,89.0188,,,
2154.4,9.83E+06,88.975,,,
1467.8,1.43E+07,88.8068,,,
1000,2.10E+07,88.7953,,,
681.29,3.07E+07,88.761,,,
464.16,4.48E+07,88.7743,,,
316.23,6.53E+07,88.5359,,,
215.44,9.55E+07,88.7379,,,
146.78,1.40E+08,88.2671,,,
100,2.03E+08,87.4799,,,
68.129,2.97E+08,87.7888,,,
46.416,4.35E+08,87.502,,,
31.623,6.31E+08,85.983,,,
21.544,9.17E+08,86.2247,,,
14.678,1.30E+09,85.4494,,,
10,1.91E+09,84.4369,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,194398,88.9441,6050,10700000000,8.66E-12
68129,285211,88.9058,,,
46416,418137,88.9668,,,
31623,610441,88.9644,,,
21544,893320,89.0173,,,
14678,1.31E+06,88.9064,,,
10000,1.91E+06,88.9169,,,
6812.9,2.79E+06,88.9398,,,
4641.6,4.08E+06,88.8721,,,
3162.3,5.97E+06,88.9161,,,
2154.4,8.71E+06,88.8377,,,
1467.8,1.28E+07,88.6901,,,
1000,1.86E+07,88.6388,,,
681.29,2.72E+07,88.6514,,,
464.16,3.97E+07,88.434,,,
316.23,5.79E+07,88.2315,,,
215.44,8.42E+07,87.7687,,,
146.78,1.23E+08,87.7627,,,
100,1.79E+08,87.5107,,,
68.129,2.60E+08,87.0169,,,
46.416,3.81E+08,86.5334,,,
31.623,5.52E+08,86.0388,,,
21.544,7.99E+08,86.7743,,,
14.678,1.16E+09,84.6932,,,
10,1.64E+09,81.5084,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,202877,89.0465,6200,8340000000,8.37E-12
68129,298478,88.9064,,,
46416,436594,88.9563,,,
31623,639666,89.0006,,,
21544,936613,89.0034,,,
14678,1.37E+06,88.8662,,,
10000,2.00E+06,88.8587,,,
6812.9,2.92E+06,88.7894,,,
4641.6,4.27E+06,88.7726,,,
3162.3,6.24E+06,88.7274,,,
2154.4,9.11E+06,88.7393,,,
1467.8,1.33E+07,88.556,,,
1000,1.94E+07,88.4372,,,
681.29,2.83E+07,88.2819,,,
464.16,4.14E+07,88.2098,,,
316.23,6.02E+07,87.9062,,,
215.44,8.76E+07,87.6389,,,
146.78,1.28E+08,87.1422,,,
100,1.86E+08,86.8401,,,
68.129,2.70E+08,85.9634,,,
46.416,3.89E+08,85.5516,,,
31.623,5.53E+08,84.9336,,,
21.544,8.19E+08,83.6428,,,
14.678,1.13E+09,82.5648,,,
10,1.63E+09,80.7132,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,212648,88.9217,7220,6540000000,8.14E-12
68129,312168,88.8336,,,
46416,456584,88.891,,,
31623,666097,88.8809,,,
21544,969642,88.7222,,,
14678,1.42E+06,88.7984,,,
10000,2.07E+06,88.6878,,,
6812.9,3.02E+06,88.717,,,
4641.6,4.42E+06,88.6728,,,
3162.3,6.45E+06,88.5673,,,
2154.4,9.43E+06,88.4862,,,
1467.8,1.37E+07,88.2642,,,
1000,2.01E+07,88.1643,,,
681.29,2.93E+07,87.9855,,,
464.16,4.27E+07,87.6823,,,
316.23,6.20E+07,87.4447,,,
215.44,9.02E+07,87.4035,,,
146.78,1.31E+08,86.4345,,,
100,1.89E+08,85.9874,,,
68.129,2.74E+08,85.5835,,,
46.416,3.97E+08,84.4854,,,
31.623,5.66E+08,83.0297,,,
21.544,8.08E+08,81.5839,,,
14.678,1.15E+09,81.3837,,,
10,1.63E+09,77.7051,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,215761,88.0489,12200,6970000000,8.23E-12
68129,315954,87.9898,,,
46416,461078,88.1097,,,
31623,672032,88.0888,,,
21544,980605,88.2412,,,
14678,1.42E+06,88.1844,,,
10000,2.08E+06,88.1881,,,
6812.9,3.03E+06,88.2382,,,
4641.6,4.42E+06,88.2907,,,
3162.3,6.45E+06,88.3098,,,
2154.4,9.41E+06,88.2732,,,
1467.8,1.37E+07,88.0109,,,
1000,2.00E+07,87.8993,,,
681.29,2.91E+07,87.6289,,,
464.16,4.24E+07,87.2673,,,
316.23,6.17E+07,86.857,,,
215.44,8.91E+07,86.2745,,,
146.78,1.29E+08,85.3288,,,
100,1.84E+08,85.3702,,,
68.129,2.66E+08,84.4355,,,
46.416,3.79E+08,83.923,,,
31.623,5.48E+08,83.5317,,,
21.544,7.91E+08,82.2657,,,
14.678,1.10E+09,82.1599,,,
10,1.65E+09,79.2618,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,211727.909,88.0510488,12094,6369000000,8.39E-12
68129,310199.99,88.0066322,,,
46416,453261.08,88.0257309,,,
31623,659773.435,88.1490604,,,
21544,9.59E+05,88.0974013,,,
14678,1.40E+06,88.0943699,,,
10000,2.04E+06,88.0970233,,,
6812.9,2.97E+06,88.1323926,,,
4641.6,4.33E+06,88.151243,,,
3162.3,6.31E+06,88.1472504,,,
2154.4,9.20E+06,87.9553494,,,
1467.8,1.34E+07,87.8953316,,,
1000,1.95E+07,87.7746716,,,
681.29,2.84E+07,87.6437259,,,
464.16,4.12E+07,87.4060941,,,
316.23,6.02E+07,87.0133043,,,
215.44,8.73E+07,86.6713893,,,
146.78,1.26E+08,86.0572166,,,
100,1.82E+08,85.6340528,,,
68.129,2.64E+08,84.8888592,,,
46.416,3.77E+08,84.4497347,,,
31.623,5.54E+08,83.7564593,,,
21.544,7.72E+08,80.7010081,,,
14.678,1.10E+09,80.6858231,,,
10,1559860494,79.2701811,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,199153.063,87.6795194,13528,4830000000,9.07E-12
68129,291178.049,87.6266128,,,
46416,424118.713,87.6696948,,,
31623,616529.051,87.6790024,,,
21544,896258.244,87.7262471,,,
14678,1300953.38,87.6860246,,,
10000,1892898.38,87.7762896,,,
6812.9,2754708.31,87.8301921,,,
4641.6,4007939.48,87.9703698,,,
3162.3,5847520.02,87.9010968,,,
2154.4,8514712.65,88.0034009,,,
1467.8,12385844.4,87.7988106,,,
1000,18052485.2,87.601281,,,
681.29,26292546.9,87.5020277,,,
464.16,38176950.4,87.1684662,,,
316.23,55514885.8,86.9936956,,,
215.44,80153829.6,86.5578003,,,
146.78,116291568,85.8824405,,,
100,167846708,85.3399211,,,
68.129,243005826,84.4966809,,,
46.416,349345936,83.4799408,,,
31.623,501899134,82.8701084,,,
21.544,702877840,80.5586288,,,
14.678,1003820462,78.1127315,,,
10,1398294789,76.7779597,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,204953.8605,87.98989589,13340,1881300000,9.18E-12
68129,299729.8665,87.81075613,,,
46416,436764.4077,87.80130034,,,
31623,636408.4234,87.69860457,,,
21544,926850.4659,87.79015728,,,
14678,1343753.262,87.56772641,,,
10000,1957442.775,87.51056617,,,
6812.9,2844535.604,87.4057929,,,
4641.6,4129164.44,87.2325044,,,
3162.3,6000421.857,87.00954988,,,
2154.4,8702648.773,86.76183574,,,
1467.8,12613092.6,86.33755074,,,
1000,18261053.88,85.9099459,,,
681.29,26413284.42,85.40381797,,,
464.16,37921692.8,84.64815799,,,
316.23,54722396.4,84.01425852,,,
215.44,78170970.37,83.02108468,,,
146.78,112035607.5,81.96932163,,,
100,159783980.8,80.67021124,,,
68.129,226373526.1,78.8685595,,,
46.416,319918444.6,76.63996958,,,
31.623,451830569.5,73.13619665,,,
21.544,619623170.1,70.85047048,,,
14.678,848224082.5,67.13896625,,,
10,1136715631,60.48978122,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,132319.8488,84.87762395,15687,3444800000,1.40E-11
68129,192403.1473,85.6428313,,,
46416,279266.3996,86.27779123,,,
31623,405345.825,86.71892678,,,
21544,590226.9414,87.08358755,,,
14678,855919.8315,87.23869032,,,
10000,1246239.277,87.38561352,,,
6812.9,1813220.719,87.4332882,,,
4641.6,2638202.726,87.41410618,,,
3162.3,3832260.192,87.31980304,,,
2154.4,5567184.57,87.23227054,,,
1467.8,8073114.48,86.99727071,,,
1000,11693203.52,86.88358037,,,
681.29,16953943.55,86.76861487,,,
464.16,24573411.27,86.60104095,,,
316.23,35591746.83,86.46572422,,,
215.44,51477809.3,86.10429699,,,
146.78,74496488.59,85.65344857,,,
100,107587156.4,85.14865376,,,
68.129,154697393,84.71379235,,,
46.416,223595477,83.86167975,,,
31.623,322900805,82.49308739,,,
21.544,458494605.9,81.2101328,,,
14.678,659155730.4,80.05345287,,,
10,912981855.4,77.9166274,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,215649.726146928,87.5096122154465,17943,993630000,8.7171E-12
68129,314274.766979209,87.1860548940072,,,
46416,456550.288952149,87.1151494267322,,,
31623,662093.229568389,86.9921906129025,,,
21544,958404.579598268,86.9116626022959,,,
14678,1387029.28919397,86.7384946638296,,,
10000,2013452.21980815,86.6361276480373,,,
6812.9,2913199.10645387,86.568245348427,,,
4641.6,4214755.65730719,86.4265892057673,,,
3162.3,6096835.51970164,86.2632493307897,,,
2154.4,8819439.33602227,85.8851164062661,,,
1467.8,12719113.2387845,85.5285903974349,,,
1000,18340000.7251287,85.0772379674824,,,
681.29,26432983.5318414,84.8150758099931,,,
464.16,38045289.5211995,84.1113188242291,,,
316.23,54882034.5758354,83.6144130458373,,,
215.44,79128992.1822404,82.6382845549251,,,
146.78,114141024.079778,81.4299603089065,,,
100,163817716.073711,78.9738691742336,,,
68.129,235126133.959813,75.4598481702416,,,
46.416,341240146.195091,70.15535240293,,,
31.623,459620337.624135,63.3600568102681,,,
21.544,575267962.195896,56.1118533442435,,,
14.678,703942559.927208,47.847132984188,,,
10,827782215.746338,37.2556810246501,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,210915.992805421,87.3952175240797,16316,2132800000,9.0173E-12
68129,307773.609467719,87.3137134100949,,,
46416,447647.70339994,87.3778459771764,,,
31623,650200.401501932,87.402529803032,,,
21544,946244.943971784,87.4744760642782,,,
14678,1373063.83957001,87.4153494993599,,,
10000,1999413.06045284,87.3700387722889,,,
6812.9,2903757.08591998,87.3698246914387,,,
4641.6,4215142.93090102,87.3284305223466,,,
3162.3,6138183.66885822,87.1950315009912,,,
2154.4,8892728.34598182,86.82986315779,,,
1467.8,12902497.8508441,86.5301513450045,,,
1000,18710377.9459636,86.1229869735933,,,
681.29,27011185.4510124,85.5757320720128,,,
464.16,39102568.9415467,84.9532752785373,,,
316.23,56443490.5734248,84.4411733405516,,,
215.44,80916571.742747,83.4129429570098,,,
146.78,115724361.311672,81.9788692667402,,,
100,165873881.041733,80.5112532289552,,,
68.129,232682601.866853,78.721612075657,,,
46.416,327184262.989612,76.693810573402,,,
31.623,452641396.88594,75.0777808250212,,,
21.544,629751018.174044,72.4342129533974,,,
14.678,876826758.52802,70.1650534830053,,,
10,1179921794.70878,64.03689685905,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,200363.82098958,86.8336658457517,17033,2166900000,1.0519E-11
68129,292234.769012185,87.0744633786444,,,
46416,425045.951077853,87.2586176686413,,,
31623,617873.166046871,87.3918611948833,,,
21544,898811.763721437,87.4078725768396,,,
14678,1304201.30788928,87.3800439723927,,,
10000,1900035.56763722,87.3445275394964,,,
6812.9,2757412.20656524,87.3126935933302,,,
4641.6,4012136.57107039,87.2735500201683,,,
3162.3,5824020.45964888,87.1074389410321,,,
2154.4,8462549.80772779,86.8369711272603,,,
1467.8,12252715.0659643,86.5107822273644,,,
1000,17783312.140236,85.9655618922754,,,
681.29,25727639.7216578,85.5868391558679,,,
464.16,37104731.1557797,84.840344032078,,,
316.23,53507950.9330183,83.94011362283,,,
215.44,77902270.522001,84.776159770302,,,
146.78,106448509.574046,81.4489110366112,,,
100,199635764.466402,80.8341115290033,,,
68.129,212527415.345487,74.3710729277103,,,
46.416,220976190.453101,76.3749085529828,,,
31.623,319340985.234652,82.0918427665652,,,
21.544,416955293.009587,97.6873395091199,,,
14.678,1022453370.58081,59.4124227230043,,,
10,1055250359.80744,61.8073950884716,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,79630.1199596618,49.4467896178186,46717,174150,3.8302E-11
68129,97478.3427125656,42.570201767373,,,
46416,114742.220648894,36.1487788131216,,,
31623,131209.899814989,30.5856958388155,,,
21544,145764.314947027,25.5369755976584,,,
14678,158434.922294404,21.1637734605712,,,
10000,169652.808642297,17.6603611285638,,,
6812.9,179099.615213945,14.882371872255,,,
4641.6,187737.172986777,12.7744119532315,,,
3162.3,195441.460545462,11.2412511827323,,,
2154.4,202559.267662018,10.2425902378462,,,
1467.8,209250.904627614,9.65837172628032,,,
1000,216016.388862505,9.60217404125845,,,
681.29,222997.917403777,9.99183658501787,,,
464.16,231477.565789767,10.8055891001764,,,
316.23,241039.516782372,12.0994352617839,,,
215.44,252464.406081753,13.9179927720186,,,
146.78,266268.210642714,16.3303375938751,,,
100,283768.750899503,19.3350252149703,,,
68.129,305517.85183521,22.8996846914235,,,
46.416,335340.332688677,27.0897949576773,,,
31.623,373800.402187331,31.9411378451536,,,
21.544,424451.411215694,37.4766006580649,,,
14.678,494332.350858193,43.9424402358707,,,
10,594537.951988362,51.4378825632681,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,186121.977228626,83.3276032974966,45535,348780000,1.6714E-11
68129,267106.069904678,82.813376310166,,,
46416,381950.32336269,82.3432972372296,,,
31623,545018.797401939,81.6887681817432,,,
21544,774948.321329871,80.9095964502676,,,
14678,1096427.37044199,79.6195488789941,,,
10000,1541856.2181376,78.1930081948025,,,
6812.9,2139526.32380287,76.7355768771998,,,
4641.6,2935459.0556261,75.5708342135632,,,
3162.3,3989792.37166056,75.000738096831,,,
2154.4,5444459.9086078,75.2650421465498,,,
1467.8,7468961.5238966,75.9098541556207,,,
1000,10395728.4437028,76.601988998943,,,
681.29,14565306.2656071,76.8228320621651,,,
464.16,20441440.9395693,76.4926710308889,,,
316.23,28619740.109257,75.4994601821318,,,
215.44,39687876.163771,73.9704204677568,,,
146.78,54274198.37233,71.9853648122906,,,
100,73681156.1047759,70.2403244418719,,,
68.129,98929699.1305623,68.1593873947024,,,
46.416,132179136.791103,66.3426583793541,,,
31.623,175105338.982144,64.4016354809626,,,
21.544,232078748.875946,61.9014685898415,,,
14.678,305250232.04088,59.0286361047387,,,
10,387456886.578127,55.2802344202875,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,5707.12338803789,15.5085507692279,12275,-3308.4,1.3726E-10
68129,6090.92351715585,15.7561299328458,,,
46416,6518.60884424375,15.9890228921922,,,
31623,6987.23514123251,16.0603432261212,,,
21544,7498.20808200661,15.9046968424555,,,
14678,8034.5960688404,15.4909796698668,,,
10000,8576.5894091308,14.8532826495673,,,
6812.9,9107.61830167547,14.0352009441248,,,
4641.6,9609.99413075604,13.1405461492115,,,
3162.3,10079.8464487533,12.2959008462564,,,
2154.4,10519.0351153135,11.6064557459133,,,
1467.8,10944.5885966763,11.1642153403333,,,
1000,11373.3818479107,10.9815294566742,,,
681.29,11822.5433261197,11.0553236546343,,,
464.16,12305.1682152311,11.3551974480652,,,
316.23,12857.8031365999,11.81891326999,,,
215.44,13493.049930074,12.3382834254648,,,
146.78,14229.1911445332,12.7678686333688,,,
100,15058.5716306304,12.9745992430917,,,
68.129,15981.3810479706,12.8859221810572,,,
46.416,16930.8666536109,12.4891232724424,,,
31.623,17870.5593597556,11.8103884510937,,,
21.544,18754.9507314461,10.9194168950663,,,
14.678,19559.7810355156,9.88430685990546,,,
10,20271.9589515154,8.77208185387886,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,130055.920071412,85.3612928455229,14129,6995500,1.3657E-11
68129,189122.703582649,84.9168304818191,,,
46416,274268.471584747,84.2161834856986,,,
31623,396715.8877212,83.1087168687409,,,
21544,571739.39808811,81.5390489540847,,,
14678,817818.584905877,79.1310988966173,,,
10000,1167452.63277121,76.0134099602147,,,
6812.9,1645634.03606465,71.8376483523116,,,
4641.6,2271274.03388694,66.0655650853203,,,
3162.3,3033384.0130394,58.9448921371609,,,
2154.4,3877912.00463431,50.905323241026,,,
1467.8,4693680.75521297,42.5264667999425,,,
1000,5402082.8563632,34.7351168388626,,,
681.29,5948416.03381904,27.8624506689542,,,
464.16,6352466.45631057,22.135200754573,,,
316.23,6681551.63538589,17.7143732410354,,,
215.44,6890703.45369431,14.274917107501,,,
146.78,7007990.21338898,11.6427959127598,,,
100,7097084.93659127,10.0193105305566,,,
68.129,7110615.28429107,9.05977448290741,,,
46.416,7209617.53378524,8.68648987241997,,,
31.623,7418448.98253473,8.627695023719,,,
21.544,7715276.79081832,8.7007703881212,,,
14.678,7976891.21019064,8.74426316356177,,,
10,8158394.19831503,8.65166625039816,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,196750.220984945,73.2020160581649,83399,3600800,1.2405E-11
68129,268404.053412226,70.5665753813808,,,
46416,360769.741834663,68.2398665574878,,,
31623,479385.219078537,66.0208424817878,,,
21544,632844.034678657,64.2493306577003,,,
14678,836145.709399383,62.3422733043385,,,
10000,1114861.73564859,59.8638483944013,,,
6812.9,1479325.544889,55.6914712004678,,,
4641.6,1918106.76052834,49.446228681917,,,
3162.3,2376758.21098383,41.5092469139049,,,
2154.4,2779380.91408231,33.1128990930453,,,
1467.8,3078634.29688033,25.3361474465365,,,
1000,3285716.00284368,19.218182586317,,,
681.29,3430105.85471452,14.7463569993082,,,
464.16,3526178.41088157,11.6575672766287,,,
316.23,3576645.54387075,9.74483655721164,,,
215.44,3645307.66688029,8.72159145749997,,,
146.78,3732181.05774562,8.23577038346595,,,
100,3822525.11312593,8.34001478766053,,,
68.129,3946687.20591267,8.64420761596666,,,
46.416,4089461.539891,9.04090723187092,,,
31.623,4241062.81107966,9.49720662818351,,,
21.544,4387727.79052475,10.1407387419813,,,
14.678,4541800.9509769,11.0451388268194,,,
10,4710436.52298815,12.339219958966,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,295598.439692136,75.426371449779,32049,1556200,5.7807E-12
68129,414980.102946631,70.6781413728574,,,
46416,571039.576703271,64.9120349523349,,,
31623,765243.83847612,57.254709275496,,,
21544,980885.192768357,47.8241028319825,,,
14678,1174281.73763709,37.0931246043088,,,
10000,1308638.58404921,27.0861048863983,,,
6812.9,1369015.38347514,18.9969649377582,,,
4641.6,1383474.2519266,13.8164960850507,,,
3162.3,1383686.21454436,11.331290483639,,,
2154.4,1391921.06957938,10.8164487084561,,,
1467.8,1414786.27014184,11.4291005500708,,,
1000,1460293.60009569,13.0058637881039,,,
681.29,1521977.86594934,15.0474610387183,,,
464.16,1602117.66045374,17.6063754037454,,,
316.23,1717946.81643291,20.730751773093,,,
215.44,1880110.07624066,24.401457629436,,,
146.78,2138599.41141527,28.4257121071406,,,
100,2523184.82695865,33.5350114185868,,,
68.129,2914249.74345035,38.1475616828191,,,
46.416,3463695.35499383,42.7879563235066,,,
31.623,4205718.16999846,47.386522786889,,,
21.544,5243837.03692485,51.930876455406,,,
14.678,6640267.17500866,55.950383826283,,,
10,8582292.47517507,59.5535895676955,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,488650.161377008,85.1906858152009,132320,442570000,1.1229E-11
68129,707617.056697496,83.5220775487453,,,
