f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (?),#NAME?,Output Rs.R (?),Output Rct.R (?),Output C.C (F)
100000,578135.6827,90.31888985,9841.1,54863000000,2.97E-12
68129,852228.2446,89.55085637,,,
46416,1242811.811,89.15303477,,,
31623,1820171.167,88.64613709,,,
21544,2654111.98,88.64385343,,,
14678,3860881.34,88.56132223,,,
10000,5649663.581,88.41683436,,,
6812.9,8221605.887,88.41579458,,,
4641.6,12002306.69,88.55790581,,,
3162.3,17559020.98,88.5570672,,,
2154.4,25602554.12,88.29198827,,,
1467.8,37411284.59,88.33290185,,,
1000,54494717.22,88.39259743,,,
681.29,79474423.49,88.23231325,,,
464.16,115684221,88.38515394,,,
316.23,168858258.9,88.06740688,,,
215.44,245075031.1,88.3738811,,,
146.78,355912270.9,87.97733827,,,
100,512481805,87.89160934,,,
68.129,756588719.6,87.41083051,,,
46.416,1098018461,86.652005,,,
31.623,1547459367,86.82003502,,,
21.544,2218356129,87.0592873,,,
14.678,3427874610,85.43439061,,,
10,4908502530,87.59421998,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,709375.54359778,91.5716935361916,-11381,115360000000,2.2783E-12
68129,1057695.70041186,90.6007649764577,,,
46416,1552832.62972215,90.2282622940578,,,
31623,2272367.4582684,90.1579409272413,,,
21544,3343301.8366346,89.5391270746695,,,
14678,4867073.04206541,89.2835073617312,,,
10000,7129945.47849472,89.267696546839,,,
6812.9,10423212.4681395,89.14894292338,,,
4641.6,15190994.1600269,89.0698548117384,,,
3162.3,22239919.7606967,89.5017955363946,,,
2154.4,32520395.0097779,89.3090019128868,,,
1467.8,47845518.0267224,89.243606087151,,,
1000,69998690.4807303,89.5359145909378,,,
681.29,102872325.82404,89.3321921417058,,,
464.16,149412427.260139,89.2207838283862,,,
316.23,221234631.107574,88.8444302238186,,,
215.44,322527073.878256,88.8795681161087,,,
146.78,466924639.534823,89.1895368415161,,,
100,673940454.984776,87.6957146799743,,,
68.129,981468915.256201,88.8132110564274,,,
46.416,1450987020.15857,88.768051195732,,,
31.623,2066413614.84636,86.392845828999,,,
21.544,3172825601.17706,90.2284548596526,,,
14.678,4591824041.41508,89.6421503725857,,,
10,7575837651.79766,85.4487944592206,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,1692512.45519742,100.90409857752,-508490,836050000000,9E-13
68129,2636231.39082681,100.827442300835,,,
46416,4085418.90033245,101.165323899116,,,
31623,6429064.99825826,101.300238538761,,,
21544,10098842.5543935,100.587429670653,,,
14678,15625378.5380572,99.7522263103011,,,
10000,24168264.2308438,98.0078038925133,,,
6812.9,36013608.0264373,95.8321720882422,,,
4641.6,54177771.6965846,94.8588929700917,,,
3162.3,80822348.800103,93.7315675852831,,,
2154.4,120483518.616685,95.0905572061203,,,
1467.8,182572671.029861,92.7883858881591,,,
1000,266408310.979254,92.4281846682408,,,
681.29,397028858.529916,90.4212833631259,,,
464.16,574569322.450093,88.9684984543825,,,
316.23,843701073.205225,90.6348562556786,,,
215.44,1188510995.78011,94.390364114778,,,
146.78,1814805728.79243,89.1106672489119,,,
100,2686641733.10423,87.472127765135,,,
68.129,3400313872.00931,84.9811397334296,,,
46.416,5372981161.1152,84.209956139237,,,
31.623,8081061075.56637,90.2123822128967,,,
21.544,8657230139.4778,96.1758933169541,,,
14.678,12114945965.5111,94.5173801270057,,,
10,41251705988.9903,75.4191665699066,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,848386.980320582,92.4154516438475,-24884,31876000000,1.9264E-12
68129,1265564.64026299,91.1691633779601,,,
46416,1862198.349634,90.500115107165,,,
31623,2737940.02146935,90.152061737554,,,
21544,4013355.45065815,89.7553820026198,,,
14678,5844749.07606103,89.4434958247274,,,
10000,8620176.9123228,89.3327290723738,,,
6812.9,12507658.1385585,89.0150277157347,,,
4641.6,18277656.4004513,89.2394480160393,,,
3162.3,26620455.6625914,88.9938655469052,,,
2154.4,38810783.0481963,89.1004648301564,,,
1467.8,57172249.6350607,88.780523467645,,,
1000,84091331.9979868,89.0536142065341,,,
681.29,121209367.665712,88.764597907323,,,
464.16,178811992.993743,88.2385454312241,,,
316.23,264853864.374513,87.5995824472816,,,
215.44,376389225.224394,89.0328579364856,,,
146.78,551477672.875651,87.6402557061792,,,
100,816953397.055596,87.9988644780449,,,
68.129,1173509945.67206,86.4871785007519,,,
46.416,1678319254.2609,86.6805223129124,,,
31.623,2503192689.48879,82.4008697659243,,,
21.544,3699544940.9354,78.8589056766629,,,
14.678,5329272586.02526,79.7411575799257,,,
10,7159558591.38495,81.2698893192577,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,762224.298749207,90.8008764260538,-2081.6,9679600000,2.4685E-12
68129,1138069.44419494,90.1838325665639,,,
46416,1671822.34331096,89.819475808695,,,
31623,2445900.82729605,89.5380577263682,,,
21544,3602058.88898874,89.7998166545034,,,
14678,5242823.92155989,89.2573266952213,,,
10000,7693305.00542248,89.0276619680837,,,
6812.9,11213960.549186,89.0508920166017,,,
4641.6,16446830.2148098,89.1932270372932,,,
3162.3,24032553.587416,89.2199311104923,,,
2154.4,35076408.3639749,88.7487368474215,,,
1467.8,51619961.652146,88.884403260339,,,
1000,74962445.9884208,88.8557127271018,,,
681.29,109976327.317676,88.540409653034,,,
464.16,157906756.363311,88.2452088771461,,,
316.23,237856981.699809,88.0469940357972,,,
215.44,385672743.511697,90.2091542507446,,,
146.78,545392269.767537,90.9235581223439,,,
100,496024477.434187,70.9476407128792,,,
68.129,764603104.499677,83.7437746954632,,,
46.416,10000100155.5809,152.455787056742,,,
31.623,1201910652.34286,72.1799357109517,,,
21.544,2216472263.96162,42.0277960123748,,,
14.678,3698647396.75811,86.3525671216288,,,
10,8046202730.0826,90.6762194195884,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,1049259.20661135,92.7754802459578,-28940,25466000000,1.6195E-12
68129,1554747.0891678,91.1284392654265,,,
46416,2297242.5305407,90.3945259655211,,,
31623,3359270.1531197,89.7108626886319,,,
21544,4949066.61737889,89.6004705673614,,,
14678,7176630.99651342,88.9313526847163,,,
10000,10548592.2430458,88.7309926470788,,,
6812.9,15332318.9338362,88.6284447161868,,,
4641.6,22318005.4106051,88.6998116245473,,,
3162.3,32480788.5027136,88.1591203634406,,,
2154.4,47203068.6187742,88.1056932450689,,,
1467.8,69276070.3593119,87.950442111709,,,
1000,100843072.9189,87.4515249867485,,,
681.29,146110602.44925,87.3944660687518,,,
464.16,213172294.356296,87.2574268188501,,,
316.23,316158161.784333,86.6707128634451,,,
215.44,454406898.828988,85.131376484531,,,
146.78,649099538.778873,85.4168684469672,,,
100,903045734.705707,85.8157517917443,,,
68.129,1311958502.65095,83.3422601909513,,,
46.416,1947947942.45007,83.8488296719709,,,
31.623,2984916121.35809,84.176179218476,,,
21.544,3762385749.06455,79.7182143402026,,,
14.678,5845489146.94123,74.0095696209958,,,
10,9114108176.01747,74.5761566230588,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,933190.637611981,88.3918283111676,98029,11073000000,2.3367E-12
68129,1357825.20529861,86.5364400672719,,,
46416,1950957.99025839,85.8113919010349,,,
31623,2803475.54443277,85.1656624764924,,,
21544,4024236.77294346,85.399644559117,,,
14678,5781769.55131203,84.7198951417181,,,
10000,8340894.37057756,84.4315453326449,,,
6812.9,11859235.4674388,84.0529990219816,,,
4641.6,16924813.646239,84.115908530371,,,
3162.3,24217270.9194289,84.2560070740148,,,
2154.4,34818547.9368146,84.7471076401734,,,
1467.8,49779057.3274402,84.6881636459241,,,
1000,71688691.6530933,84.8157077555001,,,
681.29,104044888.577151,84.5995365579323,,,
464.16,151090585.193117,84.3951842905039,,,
316.23,217106546.959957,84.1782003207322,,,
215.44,311607339.16148,82.482686237158,,,
146.78,437749617.527434,83.0704838675515,,,
100,624641955.302037,81.3856998474731,,,
68.129,876074535.892636,79.7276899605653,,,
46.416,1249645710.17861,78.3559050913522,,,
31.623,1772527594.09848,76.8233536030364,,,
21.544,2552255654.17053,77.2113140723858,,,
14.678,3227992825.93258,76.0135921082154,,,
10,4666134949.58814,74.061108404301,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,809276.745816407,89.5145993992029,48561,14223000000,2.4398E-12
68129,1190711.31340695,88.2923470411885,,,
46416,1735698.27501065,87.6242739903074,,,
31623,2520777.38543349,87.0846282763545,,,
21544,3633276.6636045,86.7771331184925,,,
14678,5227190.97546225,85.9546302743822,,,
10000,7530973.58978233,85.5933520979212,,,
6812.9,10780362.8793124,85.5983344224518,,,
4641.6,15496941.9100493,86.0120069454151,,,
3162.3,22378067.268732,85.9346579573386,,,
2154.4,32228130.6246665,85.957353167412,,,
1467.8,46510503.8658794,86.1395569331461,,,
1000,67322814.6754711,86.2884665249988,,,
681.29,97956380.0602626,86.3578167616828,,,
464.16,141507565.34703,85.5165354954366,,,
316.23,207293596.463657,85.9191194811503,,,
215.44,294183436.77312,85.3268988494075,,,
146.78,423718024.497684,83.1723108539678,,,
100,603665778.208451,81.6664240009239,,,
68.129,872343801.664974,82.8727002312754,,,
46.416,1237983573.34683,80.2793535372292,,,
31.623,1749363980.22257,81.7742606954122,,,
21.544,2360643325.25253,78.8812373744581,,,
14.678,3593106442.11004,77.625950327783,,,
10,5025291047.31987,74.2822589283696,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,790748.227218459,88.1364444620776,77658,7089600000,2.7573E-12
68129,1151856.40450534,86.9221388507989,,,
46416,1669774.41389428,86.4056363622318,,,
31623,2415842.2101361,86.2089650574614,,,
21544,3489915.31794815,85.8876481272312,,,
14678,5027454.24440479,85.2950203415204,,,
10000,7225866.11796516,84.3843948450921,,,
6812.9,10306754.6841832,84.0864335874242,,,
4641.6,14761893.7442792,83.7470549499682,,,
3162.3,20889420.8905413,83.5245751980834,,,
2154.4,29787891.8336662,83.0307875549718,,,
1467.8,42558517.9567685,83.4309179152582,,,
1000,60895345.0479198,83.817810049445,,,
681.29,87039772.0805397,83.36503111311,,,
464.16,124350384.87932,83.167272567045,,,
316.23,181267330.131839,83.0441160258827,,,
215.44,256283269.876733,81.3958720624619,,,
146.78,361441496.67898,81.4191475302948,,,
100,513824882.655924,79.9700604166614,,,
68.129,734192776.190003,78.7023744308211,,,
46.416,1027136134.20212,77.9652134479999,,,
31.623,1501555904.32638,76.7604588309541,,,
21.544,2049160864.15451,75.1404653848381,,,
14.678,2663373301.10002,66.5542060770299,,,
10,3824713622.79224,71.423673831539,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,860159.311134227,87.1979635163192,111520,5848800000,2.6221E-12
68129,1247648.19523086,85.8328525397669,,,
46416,1786961.23759479,85.1536980198721,,,
31623,2565186.40340169,84.7421560920538,,,
21544,3680424.56017954,84.4318289858756,,,
14678,5268254.64360952,83.9521125852906,,,
10000,7552508.56329805,83.4742623752475,,,
6812.9,10722937.0894587,83.7006408311586,,,
4641.6,15264611.5978285,83.7446274960651,,,
3162.3,21870646.7827348,84.103618649778,,,
2154.4,31614628.1886958,83.8329281879199,,,
1467.8,45348216.1515793,84.0435431787156,,,
1000,64844096.8034278,83.8547791953041,,,
681.29,92998599.9138108,83.4316673202661,,,
464.16,133980981.967598,82.4347501607068,,,
316.23,192973869.462037,81.8356898866752,,,
215.44,273560634.224988,81.1176104788186,,,
146.78,386465255.86096,79.6693718816468,,,
100,539574753.007297,78.4719424112215,,,
68.129,759221813.103465,76.5646823857306,,,
46.416,1055647724.56453,74.0095939977778,,,
31.623,1462278960.11141,72.8161321406553,,,
21.544,2072475635.05438,71.7524550021384,,,
14.678,2724671044.07877,69.812914329895,,,
10,3574598249.73412,64.4710514858237,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,945016.299536356,88.5179442375452,82399,6700800000,2.2485E-12
68129,1376732.29213519,87.0755851969013,,,
46416,1983915.92501013,86.5189627546556,,,
31623,2850160.36109116,86.2390932041617,,,
21544,4157383.07294636,86.0679620693769,,,
14678,5957212.99628281,85.8544157154405,,,
10000,8631586.94770787,85.5278295120778,,,
6812.9,12415200.1792922,85.492877437547,,,
4641.6,17833731.5952728,85.1222613967898,,,
3162.3,25552086.409741,85.4507248467144,,,
2154.4,36820337.8860225,85.3654378500724,,,
1467.8,53237880.5555193,84.6716830260361,,,
1000,77047833.9960752,84.4028872375576,,,
681.29,110532446.406355,83.9727838017233,,,
464.16,157617233.161106,82.9706091583477,,,
316.23,227896211.896035,81.7628999036412,,,
215.44,320631797.034097,81.231723810366,,,
146.78,455890629.493466,80.2160809148609,,,
100,642735834.115563,77.574602805297,,,
68.129,895101663.883398,76.9528055045639,,,
46.416,1251207058.48371,76.1597258697201,,,
31.623,1758445653.03719,72.1821507586561,,,
21.544,2319303282.07345,74.4992141454344,,,
14.678,3174134447.53352,64.7437454307492,,,
10,4057615250.57288,68.2756433374369,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,808928.707113233,85.2808566925149,137040,5693400000,2.7844E-12
68129,1159215.44387972,83.7457527636511,,,
46416,1639283.63684891,83.2071448999157,,,
31623,2326765.85566895,83.3973827121042,,,
21544,3322670.25147067,83.738389148999,,,
14678,4711993.08810148,84.1080226969199,,,
10000,6771828.59484862,84.4738650102952,,,
6812.9,9748075.70003543,84.9819967439871,,,
4641.6,13982576.5571886,85.0948785226202,,,
3162.3,20153392.751359,85.5391659624374,,,
