f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,110935.5434,87.10507798,7394.7,14170000000,1.54E-11
68129,162554.4987,87.56464413,,,
46416,237262.246,87.85290604,,,
31623,346691.7285,88.19336634,,,
21544,506846.0303,88.37518283,,,
14678,738215.5267,88.42055137,,,
10000,1078576.171,88.55297427,,,
6812.9,1576006.755,88.65114283,,,
4641.6,2302266.878,88.73977079,,,
3162.3,3363387.174,88.73848666,,,
2154.4,4917709.203,88.71787296,,,
1467.8,7170757.448,88.60463294,,,
1000,10480055.61,88.55923731,,,
681.29,15298887.72,88.46567179,,,
464.16,22317821.79,88.48441449,,,
316.23,32539998.4,88.30029049,,,
215.44,47266983.72,88.12612046,,,
146.78,68970423.27,87.95910763,,,
100,100458620.8,88.19718824,,,
68.129,146181285.5,87.96559371,,,
46.416,212110462.6,87.73324785,,,
31.623,308884147.2,88.27785663,,,
21.544,446983766.1,87.8784169,,,
14.678,657129087.6,87.457485,,,
10,937533493.6,87.4038554,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,98001.0289761555,86.8214440512277,6913.8,16355000000,1.7195E-11
68129,143368.431041269,87.3519427618718,,,
46416,209523.111733316,87.780700237719,,,
31623,305754.241712208,88.081322364791,,,
21544,446476.863397984,88.3747753293601,,,
14678,650744.967146644,88.4789330391612,,,
10000,951943.291511192,88.6428999263808,,,
6812.9,1390310.75607855,88.8032317286476,,,
4641.6,2032874.98539439,88.9607716936067,,,
3162.3,2975831.26027003,89.0221915634822,,,
2154.4,4351597.00137336,89.0895610562787,,,
1467.8,6366007.00966707,88.9403036490447,,,
1000,9308477.19447434,88.9659188938167,,,
681.29,13617226.2511351,88.95674213897,,,
464.16,19931805.0721737,88.8762336374738,,,
316.23,29113513.6290671,88.9298735739946,,,
215.44,42591367.9424565,88.6934861990078,,,
146.78,61982625.1634132,88.5144581486658,,,
100,90194138.7111943,88.5493272821717,,,
68.129,131961264.174584,88.3652587529767,,,
46.416,192016220.385887,88.2804592262366,,,
31.623,279722159.953493,88.9051655494478,,,
21.544,410596374.52166,87.9226115390117,,,
14.678,599767979.311989,87.7413798020481,,,
10,858661519.852806,88.1524081445977,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,1133147.56640898,97.731377937236,-231400,1100000000000,1.1679E-12
68129,1740484.48075739,97.6957034318832,,,
46416,2658421.74968358,97.5677850680768,,,
