f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,198240.1768,89.6642667,3867.8,32313000000,8.43E-12
68129,291748.9171,89.37095473,,,
46416,427240.361,89.27085798,,,
31623,624970.0226,89.16332925,,,
21544,914660.3621,89.0314058,,,
14678,1336675.935,89.01774584,,,
10000,1956319.214,88.91489454,,,
6812.9,2857487.626,88.86476285,,,
4641.6,4171088.428,88.84076053,,,
3162.3,6087887.475,88.81525555,,,
2154.4,8887727.741,88.73579314,,,
1467.8,12989827.26,88.71148477,,,
1000,18956538,88.73027034,,,
681.29,27729194.85,88.8102757,,,
464.16,40603626.62,88.85617879,,,
316.23,59329571.09,88.84309698,,,
215.44,86328348.81,88.51756286,,,
146.78,125790862.9,88.6455238,,,
100,182815028.1,88.52219629,,,
68.129,266617932.1,88.28992653,,,
46.416,390328696.7,88.51719073,,,
31.623,569149022.8,87.93958255,,,
21.544,835252546.9,88.75116376,,,
14.678,1204350930,88.32747387,,,
10,1788739271,87.44851915,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,189116.1274,89.0036175,7483.7,21308000000,9.21E-12
68129,277297.1159,88.71699644,,,
46416,405012.2166,88.56030712,,,
31623,590420.5741,88.39215562,,,
21544,861814.4185,88.44901069,,,
14678,1253095.675,88.24650649,,,
10000,1831362.274,88.13505445,,,
6812.9,2661186.362,88.15894079,,,
4641.6,3873844.792,88.15682102,,,
3162.3,5646875.107,88.23461312,,,
2154.4,8220006.063,88.33622741,,,
1467.8,11975148.77,88.13288251,,,
1000,17468449.68,88.22992055,,,
681.29,25465156.35,88.2625888,,,
464.16,37166788.46,88.16044055,,,
316.23,54034248.81,87.92907626,,,
215.44,78522286.83,87.97601252,,,
146.78,114066216.3,87.81208724,,,
100,165872610.7,87.99338173,,,
68.129,241638904.7,87.90140823,,,
46.416,352411095.9,87.65815894,,,
31.623,509128230.8,87.9619807,,,
21.544,731870212.4,87.22203577,,,
14.678,1072967736,86.38159394,,,
10,1567532928,87.94193881,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,515122.4765,82.27415514,216420,11874000000,8.95E-12
68129,735368.0226,79.53361978,,,
46416,1033959.328,76.87693765,,,
31623,1427304.899,74.25568139,,,
21544,1948051.012,71.32957678,,,
14678,2604559.255,68.51001858,,,
10000,3418197.976,65.97681748,,,
6812.9,4407565.508,64.4045556,,,
4641.6,5598084.679,64.33675627,,,
3162.3,7140554.371,66.05440532,,,
2154.4,9312005.042,69.63066379,,,
1467.8,12573358.32,73.56431973,,,
1000,17446908.26,77.59138581,,,
681.29,24804266.49,80.56624284,,,
464.16,35685144.19,82.78217024,,,
316.23,51715954.59,84.32216525,,,
215.44,74831094.53,85.32157679,,,
146.78,108583876.2,85.64682536,,,
100,157071110.8,85.89785411,,,
68.129,227908164.5,86.38788911,,,
46.416,329957232.5,86.53300098,,,
31.623,476619373.5,86.52382259,,,
21.544,697852386.9,86.72350756,,,
14.678,1012670632,86.12485059,,,
10,1409660978,85.59957695,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,598517.7047,81.40840159,139620,14333000000,3.15E-12
68129,834005.9057,79.65803427,,,
46416,1146511.348,79.63060365,,,
31623,1578636.576,80.57883848,,,
21544,2209026.849,82.54024666,,,
14678,3136449.168,84.76087534,,,
10000,4530426.424,86.92875932,,,
6812.9,6597767.348,89.28045386,,,
4641.6,9733232.486,91.61937063,,,
3162.3,14530138.96,93.76414307,,,
2154.4,22112842.53,95.53120112,,,
1467.8,34071441.67,96.39062943,,,
1000,52723488.73,95.79151723,,,
681.29,80547609.63,94.05362037,,,
464.16,119611699.4,91.96000561,,,
316.23,176646382.1,90.27534952,,,
215.44,258056645,89.21017237,,,
146.78,370151475.5,87.02001345,,,
100,533664249.7,85.93245493,,,
68.129,780393258.3,84.44249659,,,
46.416,1105981676,82.14520546,,,
31.623,1627253190,80.2653891,,,
21.544,2273626094,77.51996428,,,
14.678,3378216919,76.4741037,,,
10,5104026801,73.47890847,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,384642.5672,89.92748092,9457.4,10058000000,4.62E-12
68129,566488.3428,89.23979035,,,
46416,826824.9293,88.89748587,,,
31623,1202748.95,88.6245367,,,
21544,1762194.755,88.61380535,,,
14678,2557624.837,88.4599468,,,
10000,3743238.471,88.3086562,,,
6812.9,5436339.457,88.3300093,,,
4641.6,7946370.259,88.37401288,,,
3162.3,11587386.85,88.26591712,,,
2154.4,16916923.32,88.22486799,,,
1467.8,24648178.03,87.97775529,,,
1000,36007813.64,87.84897758,,,
681.29,52385841.98,87.47441545,,,
464.16,76632579.28,87.01308287,,,
316.23,110960236.2,86.4172029,,,
215.44,160742381.4,85.45776507,,,
146.78,231501229.7,84.95588491,,,
100,331878165.9,84.02912182,,,
68.129,474708553.6,83.29163727,,,
46.416,676029307.2,83.24428134,,,
31.623,960277126.6,83.13587338,,,
21.544,1390379537,81.99435456,,,
14.678,2009223553,79.5442061,,,
10,2629560688,78.13243577,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,375770.1723,89.42610236,13814,577970000,5.13E-12
68129,551119.5202,88.85704171,,,
46416,807736.7653,88.64903076,,,
31623,1178400.748,88.47699705,,,
21544,1719716.591,88.2151828,,,
14678,2503480.226,88.01139696,,,
10000,3663993.692,86.97636524,,,
6812.9,5309136.959,87.51135004,,,
4641.6,7702293.858,86.16827482,,,
3162.3,11204900.81,85.54016145,,,
2154.4,16203867.03,83.6117971,,,
1467.8,23780374.97,84.84464151,,,
1000,33802117.7,79.4758603,,,
681.29,49813753.68,81.7896646,,,
464.16,72715740.58,80.32429749,,,
316.23,100920949.3,76.1952561,,,
215.44,141454430.2,70.95817819,,,
146.78,179463630.9,64.20327039,,,
100,246755184.4,52.23173935,,,
68.129,300663930.1,59.00206263,,,
46.416,280895912.5,69.03729205,,,
31.623,524486606.5,77.02072007,,,
21.544,1163366507,68.18218156,,,
14.678,808725174.9,72.69120891,,,
10,1191733145,70.37831916,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,379925.0116,89.62582698,14022,4743200000,4.88E-12
68129,558999.1525,88.91236557,,,
46416,815561.7455,88.58498805,,,
31623,1188759.92,88.38688446,,,
21544,1733700.976,87.93221929,,,
14678,2509223.071,87.68010974,,,
10000,3656360.83,87.49425325,,,
6812.9,5293612.019,87.32601246,,,
4641.6,7686493.848,87.19718947,,,
3162.3,11200891.28,87.07385101,,,
2154.4,16196137.18,86.99475018,,,
1467.8,23481643.88,86.73770038,,,
1000,34054394.17,86.542248,,,
681.29,49187400.5,86.37431111,,,
464.16,71391062.43,86.18985351,,,
316.23,103170264.1,85.56689956,,,
215.44,149586177,85.25622895,,,
146.78,214708188.2,83.98002672,,,
100,312000875.4,82.88904964,,,
68.129,441670981.5,80.69425026,,,
46.416,631094656,79.44574118,,,
31.623,858534910.3,77.39750061,,,
