f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,475887,89.7254,2420,5.40E+10,3.48E-12
68129,702532,89.2371,,,
46416,1.03E+06,89.1859,,,
31623,1.50E+06,88.8987,,,
21544,2.22E+06,88.8164,,,
14678,3.23E+06,88.7072,,,
10000,4.75E+06,88.5676,,,
6812.9,6.92E+06,88.3871,,,
4641.6,1.01E+07,88.4754,,,
3162.3,1.48E+07,88.4414,,,
2154.4,2.17E+07,88.2959,,,
1467.8,3.17E+07,88.1413,,,
1000,4.64E+07,88.0568,,,
681.29,6.79E+07,88.0765,,,
464.16,9.92E+07,87.7477,,,
316.23,1.43E+08,87.2755,,,
215.44,2.13E+08,86.4697,,,
146.78,3.08E+08,86.0963,,,
100,4.51E+08,86.1645,,,
68.129,6.49E+08,85.0843,,,
46.416,9.60E+08,86.1416,,,
31.623,1.37E+09,84.94,,,
21.544,1.96E+09,83.8652,,,
14.678,2.87E+09,82.9931,,,
10,4.29E+09,86.7598,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,161769,86.6591,12300,1.22E+11,1.05E-11
68129,236884,87.1846,,,
46416,345939,87.6804,,,
31623,504961,87.9104,,,
21544,736680,88.1707,,,
14678,1.07E+06,88.2244,,,
10000,1.57E+06,88.2956,,,
6812.9,2.29E+06,88.3286,,,
4641.6,3.34E+06,88.4555,,,
3162.3,4.87E+06,88.497,,,
2154.4,7.11E+06,88.5539,,,
1467.8,1.04E+07,88.576,,,
1000,1.51E+07,88.6055,,,
681.29,2.21E+07,88.6428,,,
464.16,3.22E+07,88.6902,,,
316.23,4.71E+07,88.6608,,,
215.44,6.87E+07,88.758,,,
146.78,1.00E+08,88.807,,,
100,1.47E+08,88.4639,,,
68.129,2.14E+08,88.7319,,,
46.416,3.13E+08,89.0799,,,
31.623,4.55E+08,89.5567,,,
21.544,6.71E+08,90.0541,,,
14.678,9.67E+08,89.5168,,,
10,1.41E+09,89.9782,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,154764,86.1463,13300,2.83E+10,1.10E-11
68129,226071,86.7563,,,
46416,329947,87.3326,,,
31623,479988,87.6557,,,
21544,700883,88.0007,,,
14678,1.02E+06,88.1751,,,
10000,1.49E+06,88.3681,,,
6812.9,2.18E+06,88.512,,,
4641.6,3.18E+06,88.6567,,,
3162.3,4.65E+06,88.6824,,,
2154.4,6.79E+06,88.7611,,,
1467.8,9.92E+06,88.7509,,,
1000,1.45E+07,88.7635,,,
681.29,2.12E+07,88.804,,,
464.16,3.09E+07,88.8215,,,
316.23,4.52E+07,88.7025,,,
215.44,6.61E+07,88.8554,,,
146.78,9.65E+07,88.6743,,,
100,1.42E+08,88.5652,,,
68.129,2.05E+08,88.6211,,,
46.416,2.98E+08,88.5155,,,
31.623,4.34E+08,88.9115,,,
21.544,6.45E+08,88.2097,,,
14.678,9.34E+08,89.4212,,,
10,1.34E+09,87.3661,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,146846,86.0793,12200,2.02E+10,1.14E-11
68129,214602,86.8302,,,
46416,313605,87.447,,,
31623,457466,87.8796,,,
21544,666964,88.1317,,,
14678,973800,88.3866,,,
10000,1.42E+06,88.597,,,
6812.9,2.08E+06,88.767,,,
4641.6,3.04E+06,88.8823,,,
3162.3,4.45E+06,89.0366,,,
2154.4,6.52E+06,89.1018,,,
1467.8,9.54E+06,89.0206,,,
1000,1.39E+07,89.0834,,,
681.29,2.04E+07,89.1394,,,
464.16,2.98E+07,89.1328,,,
316.23,4.37E+07,89.089,,,
215.44,6.38E+07,89.1144,,,
146.78,9.34E+07,88.7797,,,
100,1.36E+08,88.6271,,,
68.129,1.99E+08,88.4672,,,
46.416,2.91E+08,88.0934,,,
31.623,4.20E+08,87.9676,,,
21.544,6.22E+08,87.8568,,,
14.678,8.90E+08,88.6087,,,
10,1.32E+09,86.5442,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,148187,86.2926,12000,2.12E+10,1.14E-11
68129,216774,86.9551,,,
46416,316182,87.4904,,,
31623,461502,87.818,,,
21544,673158,88.1476,,,
14678,981783,88.3451,,,
10000,1.44E+06,88.5176,,,
6812.9,2.10E+06,88.5844,,,
4641.6,3.06E+06,88.7226,,,
3162.3,4.48E+06,88.825,,,
2154.4,6.54E+06,88.8898,,,
1467.8,9.56E+06,88.8227,,,
1000,1.40E+07,88.8517,,,
681.29,2.04E+07,88.8874,,,
464.16,2.98E+07,88.8145,,,
316.23,4.35E+07,88.8068,,,
215.44,6.40E+07,88.7355,,,
146.78,9.29E+07,88.6084,,,
100,1.35E+08,88.4651,,,
68.129,1.99E+08,88.3994,,,
46.416,2.89E+08,88.2439,,,
31.623,4.21E+08,88.3773,,,
21.544,6.12E+08,88.4111,,,
14.678,8.93E+08,87.8663,,,
10,1.31E+09,87.091,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,144064,86.36,11300,1.38E+10,1.18E-11
68129,210968,87.0471,,,
46416,308353,87.6113,,,
31623,450360,87.9976,,,
21544,657722,88.2779,,,
14678,959755,88.4131,,,
10000,1.40E+06,88.5041,,,
6812.9,2.05E+06,88.6703,,,
4641.6,3.00E+06,88.7478,,,
3162.3,4.38E+06,88.7737,,,
2154.4,6.40E+06,88.7946,,,
1467.8,9.34E+06,88.6701,,,
1000,1.36E+07,88.7205,,,
681.29,1.99E+07,88.7107,,,
464.16,2.91E+07,88.5894,,,
316.23,4.26E+07,88.5736,,,
215.44,6.21E+07,88.532,,,
146.78,9.04E+07,88.3657,,,
100,1.31E+08,88.1533,,,
68.129,1.93E+08,87.9621,,,
46.416,2.80E+08,87.643,,,
31.623,4.05E+08,86.9976,,,
21.544,5.95E+08,86.9755,,,
14.678,8.47E+08,86.6518,,,
10,1.26E+09,86.1593,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,143997,86.2021,11600,1.18E+10,1.18E-11
68129,211149,86.9413,,,
46416,308029,87.5357,,,
31623,449740,87.9261,,,
21544,658460,88.2434,,,
14678,959641,88.3528,,,
10000,1.40E+06,88.4768,,,
6812.9,2.05E+06,88.5982,,,
4641.6,2.99E+06,88.5939,,,
3162.3,4.37E+06,88.6768,,,
2154.4,6.39E+06,88.6629,,,
1467.8,9.31E+06,88.5246,,,
1000,1.36E+07,88.592,,,
681.29,1.98E+07,88.5427,,,
464.16,2.89E+07,88.4515,,,
316.23,4.23E+07,88.3272,,,
215.44,6.15E+07,87.9644,,,
146.78,9.00E+07,88.0391,,,
100,1.31E+08,87.8737,,,
