f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (?),#NAME?,Output Rs.R (?),Output Rct.R (?),Output C.C (F)
100000,557015.9014,91.14780155,97.948,47214000000,3.05E-12
68129,823181.7324,90.00507093,,,
46416,1208496.656,89.63486243,,,
31623,1767548.236,89.24740861,,,
21544,2572507.711,89.24063959,,,
14678,3765568.867,88.8775158,,,
10000,5498132.345,88.70405482,,,
6812.9,8012608.674,88.57366304,,,
4641.6,11692129.89,88.68448247,,,
3162.3,17093999.59,88.69666355,,,
2154.4,24929424.19,88.60924511,,,
1467.8,36483296.24,88.40469041,,,
1000,52982372.98,88.38583016,,,
681.29,77529774.4,88.55133296,,,
464.16,112668929.3,87.86689245,,,
316.23,165013938.8,88.18795308,,,
215.44,241220654.5,88.62432118,,,
146.78,347383597.1,87.53394325,,,
100,507144471.1,87.60173184,,,
68.129,728096248.8,87.54015608,,,
46.416,1062020371,87.95920781,,,
31.623,1543440029,87.71675819,,,
21.544,2210822036,84.87323493,,,
14.678,3092121994,87.6122462,,,
10,4930503321,85.31924524,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,140065.471995575,88.3203939717113,5106.8,24068000000,1.1683E-11
68129,205807.536198922,88.6219371632372,,,
46416,301817.427873031,88.8993425988442,,,
31623,442227.657534313,89.056569484331,,,
21544,647404.481296818,89.2366207971151,,,
14678,947609.725268291,89.2398521937894,,,
10000,1389470.14597828,89.3242313747933,,,
6812.9,2035723.28417637,89.3878365772359,,,
4641.6,2981467.56839535,89.4174306907709,,,
3162.3,4371746.44142697,89.5028072187915,,,
2154.4,6404648.03339978,89.4980486027744,,,
1467.8,9379408.21785146,89.2940123651089,,,
1000,13717228.0767231,89.3020049854761,,,
681.29,20115290.51702,89.2127657783657,,,
464.16,29428283.0888733,89.17760695059,,,
316.23,43020342.8440127,88.9441964250741,,,
215.44,63142567.2483862,89.108361852307,,,
146.78,91605085.6531253,88.7595861522589,,,
100,134156159.835079,88.5455584671127,,,
68.129,195309584.679515,88.6311509664633,,,
46.416,286233803.245864,88.6465663310144,,,
31.623,415020311.519471,88.8742581771216,,,
21.544,607572615.853517,88.7839755612397,,,
14.678,889142132.958173,87.8695396078208,,,
10,1305364294.81766,87.400924453423,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,327433.20139643,89.1727934995253,14478,18208000000,5.667E-12
68129,481100.460453429,88.7098591882578,,,
46416,702010.901000751,88.4122272430848,,,
31623,1024193.93136901,88.1908380742113,,,
21544,1489902.20190308,88.0314316422448,,,
14678,2166232.13982947,87.7656095390766,,,
10000,3158311.48426473,87.563478445205,,,
6812.9,4591280.82365847,87.379432613935,,,
4641.6,6644093.43300267,87.16232148975,,,
3162.3,9647789.75716307,86.8395890278489,,,
2154.4,13989878.2546854,86.5152329878731,,,
1467.8,20176564.3153879,86.0754193238453,,,
1000,29023839.7686898,86.0154409146352,,,
681.29,41826130.9360087,85.8478391393225,,,
464.16,60518217.05576,85.9132703467879,,,
316.23,86854424.8839211,86.1143069418349,,,
215.44,125390655.176935,85.7202250541172,,,
146.78,180461039.771363,85.8448139043331,,,
100,260769905.401755,86.0766246612703,,,
68.129,377823945.271608,85.5745752832181,,,
46.416,541813146.143084,85.9292195678616,,,
31.623,765684316.100939,86.2564670042602,,,
21.544,1117962606.33173,85.0069722773185,,,
14.678,1657870909.47701,82.8945184407215,,,
10,2405091129.19897,87.1966219068675,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,545746.041290021,90.9942927360994,120.08,23050000000,3.0752E-12
68129,806147.492110418,90.1216176847102,,,
46416,1183388.41576258,89.6210888490154,,,
31623,1731516.05404242,89.4296310084838,,,
21544,2537220.27650295,89.1356880899438,,,
14678,3687231.80436424,88.9243239877683,,,
10000,5387900.76206898,88.6853890416318,,,
6812.9,7860177.14575785,88.7121113190927,,,
4641.6,11498394.588833,88.6735562576901,,,
3162.3,16791043.7468543,88.750307107999,,,
2154.4,24468965.6579369,88.7184301834,,,
1467.8,35801196.5178924,88.751643579542,,,
1000,52173772.8155564,88.5650267231006,,,
681.29,76324822.8395315,88.390147624477,,,
464.16,111645298.875347,88.3070332875824,,,
316.23,162358798.099568,88.1847344375454,,,
215.44,237368272.068969,87.9166790116538,,,
146.78,343056498.063694,87.7859504836893,,,
100,496718544.382787,87.3640180423529,,,
68.129,733335017.189422,87.2651559757655,,,
46.416,1058518602.95326,87.120188749818,,,
31.623,1524114029.92986,85.2237736012421,,,
21.544,2269075219.10594,87.4651324234663,,,
14.678,3453307366.17674,83.9481127032781,,,
10,4486376098.1762,76.8813928469364,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,561787.422462835,90.6732160309722,6389,650570000000,2.9489E-12
68129,830647.026564024,89.7115797790932,,,
46416,1215305.38631798,89.2349915586215,,,
31623,1773195.25624617,88.8192657405276,,,
21544,2579754.54995196,88.6879895033891,,,
14678,3754917.1861255,88.3076778313748,,,
10000,5471221.51939055,88.1749849684681,,,
6812.9,7929463.41552745,88.2356167153403,,,
4641.6,11505562.5091187,88.7392513908273,,,
3162.3,16773380.6467382,89.0026011558477,,,
2154.4,24595208.3110582,89.5519182148091,,,
1467.8,36140276.4845334,89.8510297412342,,,
1000,53333019.4577667,89.9433424095041,,,
681.29,78148237.7349516,89.9242572609572,,,
464.16,115354796.617399,89.8571534548231,,,
316.23,168653381.884818,89.6559429524472,,,
215.44,246116165.987863,89.4160447180213,,,
146.78,359946078.009706,89.8291062765261,,,
100,528084974.788763,89.9664522422235,,,
68.129,770887173.123148,89.8045247345608,,,
46.416,1129560035.07447,89.1228974503073,,,
31.623,1749892102.1867,90.0910307143298,,,
21.544,2459554625.68856,86.7555509450621,,,
14.678,3697100471.92936,89.7572365340603,,,
10,5418347381.47829,91.0843103038421,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,590048.259395348,90.766182721014,2633.9,48557000000,2.848E-12
68129,874885.82283254,89.9511444479214,,,
46416,1283598.91733259,89.5561382032218,,,
31623,1875655.90643595,89.412368201777,,,
21544,2739550.64579896,89.2000121383845,,,
14678,3993869.56363867,88.7571876535564,,,
10000,5848954.79416518,88.5927163917271,,,
6812.9,8501050.90262683,88.5871847146187,,,
4641.6,12394779.6789243,88.6872119176104,,,
3162.3,18124383.6288859,88.4065407587666,,,
2154.4,26551068.3952881,88.3887102497453,,,
1467.8,38514759.6561384,88.4335124232198,,,
1000,56165209.1016457,88.297393341826,,,
681.29,82224418.0582413,88.2717113420759,,,
464.16,119413646.60054,87.915114023858,,,
316.23,175309331.279663,87.6729927254235,,,
215.44,259135630.527255,88.5409180145426,,,
146.78,369140315.59082,87.6537477025659,,,
100,537137961.952553,87.4137452458324,,,
68.129,779572111.535742,87.7672363960442,,,
46.416,1105301067.20299,86.6139060018013,,,
31.623,1751810248.51546,85.8626194503002,,,
21.544,2286436701.60266,85.5218306256068,,,
14.678,3639983254.37393,85.8704894776476,,,
10,5389630792.31554,86.3650476194801,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,202590.770542478,86.7872641829321,15982,2874700000,9.3947E-12
68129,297314.016425544,87.1421681798107,,,
46416,433304.936679296,87.48719587895,,,
31623,630729.357468696,87.6634597889383,,,
21544,919591.432205647,87.8693344425346,,,
14678,1339666.50162077,87.8949838398947,,,
10000,1954481.98217733,87.9262542525535,,,
6812.9,2845246.2426289,87.984110036269,,,
4641.6,4143475.43161858,88.0233574998311,,,
3162.3,6023912.7172695,87.9185360031133,,,
2154.4,8779288.63356518,88.0258368025046,,,
1467.8,12781788.8618428,87.8256112455414,,,
1000,18681115.3557932,87.7664472477507,,,
681.29,27044461.1858631,87.612279704825,,,
464.16,39507337.3680842,87.4383401081502,,,
316.23,57767991.7443877,87.3076599268932,,,
215.44,84588989.9061231,89.5736716751834,,,
146.78,117808205.182953,83.4016396588824,,,
100,165476063.982434,80.7922254047494,,,
68.129,274500306.771877,77.1369817814531,,,
46.416,254701107.114829,92.9682592118033,,,
31.623,4005392538.98091,-52.6528959087102,,,
21.544,675655042.883568,108.065111198839,,,
14.678,743712835.055404,47.1626925045528,,,
10,1552011218.62344,84.2378962849659,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,564963.469460212,85.4512435024221,147730,23175000,5.1435E-12
68129,831255.45146847,83.6710750038739,,,
46416,1201965.20137734,80.7466571426664,,,
31623,1726990.10787037,78.0208275390838,,,
21544,2433983.63586904,73.3323910743836,,,
14678,3421193.91734842,69.3970401628458,,,
10000,4195704.84611757,59.1028378460977,,,
6812.9,5065821.15715171,52.9663738577807,,,
4641.6,6200195.3949358,48.8656135548689,,,
3162.3,7384019.88293496,46.950093332065,,,
2154.4,8981308.25197539,45.0933483605961,,,
1467.8,10671262.1295068,45.1107969508115,,,
1000,12939258.0131538,43.4257851315493,,,
681.29,15876225.2909492,37.9990625262541,,,
464.16,18787278.5226213,38.0601006645815,,,
316.23,22437483.789603,36.15295421634,,,
215.44,26520111.1599879,33.9366079468779,,,
146.78,30762123.3786887,30.3070865448044,,,
100,34550319.6598858,26.9530790330307,,,
68.129,38041684.1406254,23.9861191383673,,,
46.416,41304643.4591671,21.9763543575668,,,
31.623,44232111.7807677,20.8019432219319,,,
21.544,47311867.7940286,20.6892195642595,,,
14.678,51049611.6601645,21.2601377624638,,,
10,55514519.1636178,22.2667953196632,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
