f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,98151.20692,87.60391839,5080.8,22325000000,1.69E-11
68129,143595.7757,88.00759772,,,
46416,209944.3582,88.37199841,,,
31623,306940.8136,88.69117486,,,
21544,449530.3243,88.91573324,,,
14678,656809.3457,89.00687828,,,
10000,962461.6811,89.12793819,,,
6812.9,1409377.794,89.22545016,,,
4641.6,2062651.239,89.27746443,,,
3162.3,3022521.183,89.33754643,,,
2154.4,4426232.563,89.32891679,,,
1467.8,6480855.253,89.2370901,,,
1000,9479319.641,89.240077,,,
681.29,13873208.4,89.20735571,,,
464.16,20323379.59,89.19498984,,,
316.23,29795082.76,89.10718301,,,
215.44,43487017.9,89.09085941,,,
146.78,63498834.74,88.86926902,,,
100,92513233.71,88.81798828,,,
68.129,135698711.3,88.74222811,,,
46.416,198381630.1,88.64530804,,,
31.623,287692101.9,88.69201277,,,
21.544,423015209.2,88.80015249,,,
14.678,616933777.2,88.59509115,,,
10,888989879.1,88.39703242,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,739311.7759,90.93378857,6864.2,2919300000,2.45E-12
68129,1090064.713,89.85358183,,,
46416,1600757.759,89.44905189,,,
31623,2325652.198,89.06765416,,,
21544,3417055.746,88.51030502,,,
14678,4962886.282,88.31896084,,,
10000,7275064.356,87.96751309,,,
6812.9,10568632.2,87.64981515,,,
4641.6,15331418.74,87.40102183,,,
3162.3,22349274.12,87.2611351,,,
2154.4,32389525.27,86.88435977,,,
1467.8,47244848.18,85.77183695,,,
1000,68125303.51,84.99549662,,,
681.29,98249145.78,83.90308747,,,
464.16,140391169.3,82.40612189,,,
316.23,201008432.5,81.17299481,,,
215.44,292235008.8,78.56063017,,,
146.78,401842940.2,76.72670034,,,
100,567509018.1,74.48025176,,,
68.129,775588737,69.77399975,,,
46.416,1064409970,65.9609048,,,
31.623,1449826120,58.13551419,,,
21.544,1851505456,52.53929585,,,
14.678,2275057421,47.05703907,,,
10,2824566644,39.53193414,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,807851.840762453,86.4533510067979,119600,1367600000,2.7458E-12
68129,1167447.59280451,84.6612819055245,,,
46416,1661483.50309668,83.8767458906554,,,
31623,2341755.48461657,83.7525479805965,,,
21544,3358683.81297445,84.3281860085592,,,
14678,4791184.78350371,84.321257229307,,,
10000,6897767.07724634,84.5042004771489,,,
6812.9,9913109.12995298,84.485845102991,,,
4641.6,14309487.3449088,84.5213129388752,,,
3162.3,20573509.265992,84.1695434256042,,,
2154.4,29629983.92246,83.218088268239,,,
1467.8,42211947.4907276,82.2236706995829,,,
1000,60328813.7305068,81.290767965047,,,
681.29,85191154.074729,80.1134930661531,,,
464.16,121024098.363341,78.3667332292917,,,
316.23,169889415.365833,75.9684832860247,,,
215.44,236305571.053112,73.2854151996727,,,
146.78,321703345.139909,70.346214682871,,,
100,440516186.686935,65.6773187490105,,,
68.129,581024211.210912,61.5310117431136,,,
46.416,748661836.412947,56.7183711943272,,,
31.623,924063010.074606,51.0946449627907,,,
21.544,1159468349.20029,45.6336930621313,,,
14.678,1382103563.76801,40.2994831224703,,,
10,1547974534.65014,37.4957105201394,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,955185.136114042,87.7423296684715,158170,445290000,2.9317E-12
68129,1395814.16889743,85.7580863253676,,,
46416,2009398.57371582,84.5400434798902,,,
31623,2885007.51616377,83.4920547733207,,,
21544,4123444.54509769,81.9083212234735,,,
14678,5813575.0898885,79.8944722707976,,,
10000,8193994.18449685,77.9626975702239,,,
6812.9,11387518.9956606,76.1290526293793,,,
4641.6,15612745.8676443,74.496687954353,,,
3162.3,21386831.4383282,73.1710631831962,,,
2154.4,29139033.8670939,71.3724062987679,,,
1467.8,39275468.598841,69.755759990609,,,
1000,52751438.1287257,68.3933983474014,,,
681.29,70817577.9920713,66.8530995464921,,,
464.16,94142465.3601534,65.3170740054136,,,
316.23,124947291.256723,63.1745926961826,,,
215.44,165326688.459434,60.5986056419262,,,
146.78,213482413.102904,57.6755641034347,,,
100,269939575.091653,54.5022959207299,,,
68.129,333777010.444548,50.9764152039367,,,
46.416,407903406.454216,48.7625878438644,,,
31.623,499186087.127692,47.2996497154971,,,
21.544,606793355.968096,45.6752632239635,,,
14.678,729368905.060187,44.5312217169206,,,
10,888395430.203805,42.683651337984,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,566466.994069516,86.2323115588515,109820,104070000,4.5365E-12
68129,823818.175305402,84.6726935903776,,,
46416,1181746.59653029,83.2068602584595,,,
31623,1688507.79400961,81.6609957227635,,,
21544,2394570.28668563,80.2734950096109,,,
14678,3358892.00272429,78.0042238996072,,,
10000,4690870.07154909,76.0082234671856,,,
6812.9,6467461.46185127,73.9519468275749,,,
4641.6,8832490.32368498,71.8322560314948,,,
3162.3,11985679.9566456,69.6790589552555,,,
2154.4,16170031.1504229,67.3039471505209,,,
1467.8,21698125.8503513,64.6309367453715,,,
1000,28560802.5445701,61.1894616173799,,,
681.29,36953147.7649839,57.2201099847872,,,
464.16,46154715.8972792,53.7169922945333,,,
316.23,56797095.8458664,51.0659744588413,,,
215.44,68973296.5440298,49.1965530357108,,,
146.78,84275379.2927718,48.345125840355,,,
100,102882093.614723,47.4764799552705,,,
68.129,125205608.599848,46.3348668084349,,,
46.416,151145363.41195,45.3745147248113,,,
31.623,181052590.658046,45.4521835958704,,,
21.544,217566013.706977,46.0696801358137,,,
14.678,263109446.211859,47.2874821334407,,,
10,331886622.983578,48.0134535340008,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,606279.027802938,84.8980353594369,134480,36981000,4.1392E-12
68129,881356.096328353,83.1592155602236,,,
46416,1264856.09389038,81.3690978622075,,,
31623,1793414.1099826,79.1755299025985,,,
21544,2523732.96466287,76.2830371040376,,,
14678,3514132.82167347,73.1236729871782,,,
10000,4807339.03498925,69.3320554118601,,,
6812.9,6435042.3060313,65.4048703754398,,,
4641.6,8426240.33283047,61.3783599277758,,,
3162.3,10766679.7929866,57.5193789532965,,,
2154.4,13452530.1289236,54.1038202783055,,,
1467.8,16518796.2126742,51.4741707162464,,,
1000,20201250.2227302,50.1034877725526,,,
681.29,24578874.2302536,49.3860120080754,,,
464.16,29996057.8316857,49.1245186229492,,,
316.23,36887818.5642449,49.5152286444476,,,
215.44,44991000.68503,49.8219659666524,,,
146.78,54878651.3170883,52.4452465133132,,,
100,67376361.1169293,54.2147399782716,,,
68.129,87502094.8019148,56.1396938816136,,,
46.416,106201598.731755,50.7481410174562,,,
31.623,144234751.557868,66.9182546398186,,,
21.544,163060833.995432,52.5701122919166,,,
14.678,246037220.245465,63.8725126039899,,,
10,312896255.279692,58.9020643888641,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,638789.540518414,85.0179989143944,163360,48533000,4.5622E-12
68129,922241.667549436,82.8078196668948,,,
46416,1317750.32961077,80.8508836610732,,,
31623,1863761.13244017,78.5020689145517,,,
21544,2625153.52003589,75.810941379938,,,
14678,3620532.27992463,72.5431818041172,,,
10000,4935416.93812867,68.9751122826569,,,
6812.9,6593282.55004499,65.314912606581,,,
4641.6,8598166.10181987,61.5648573951407,,,
3162.3,10976464.8144993,58.1355567179025,,,
2154.4,13721818.9266755,55.3489841721938,,,
1467.8,16972424.967465,53.6697595139132,,,
1000,20989268.3941658,52.9052615045999,,,
681.29,26025373.7347494,52.8763195032518,,,
464.16,32443898.9676652,53.0142827837693,,,
316.23,40688074.3244596,53.1528243109808,,,
215.44,50970975.4236547,53.2816756689549,,,
146.78,63908785.9680474,53.0994748526085,,,
100,80087922.6585844,53.2293337885917,,,
68.129,99971588.0817565,53.6821781166761,,,
46.416,125671554.077815,54.3376846133321,,,
31.623,157962685.955818,55.158792090332,,,
21.544,200157649.891519,55.9948776246546,,,
14.678,256864317.030278,56.9572196422485,,,
10,333080929.111206,57.4944164706648,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,626067.697794137,85.7599935127289,156210,80309000,5.0262E-12
68129,908318.858285332,83.6270633000522,,,
46416,1300258.49386447,81.8144381939715,,,
31623,1847910.83709018,79.6978186184596,,,
21544,2609073.36351968,77.0344402525245,,,
14678,3617211.03558919,74.2641948009982,,,
10000,4962999.96846141,71.1241050574281,,,
6812.9,6669293.70581336,68.109966919581,,,
4641.6,8817668.76596272,64.9499348861005,,,
3162.3,11453004.973192,62.1807842445413,,,
2154.4,14698875.5637786,59.7230133776839,,,
1467.8,18693123.6348742,58.0377835865218,,,
1000,23719591.8711415,56.7959501866232,,,
681.29,29983960.6994692,55.8714953592264,,,
464.16,37850483.1224817,55.0307451430233,,,
316.23,47715137.232995,54.251069403171,,,
215.44,60211361.476924,53.3581843900218,,,
146.78,75298605.4992108,52.6997720830401,,,
100,93515719.9345689,51.9921608931084,,,
68.129,116030808.267255,51.8233120512474,,,
46.416,144163797.853743,52.0598842787913,,,
31.623,179748839.533884,52.6326323848393,,,
21.544,225212914.486104,53.1322955063494,,,
14.678,288996899.251145,53.7080784216132,,,
10,369930299.479315,53.1252038326771,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,1040429.64400391,88.3627824026578,151590,152870000,2.3087E-12
68129,1525478.73151124,86.0273298072588,,,
46416,2200258.54720147,84.4818280461306,,,
31623,3140439.0487609,82.4876092811551,,,
21544,4465369.80251097,81.147620308979,,,
14678,6324322.76906981,78.7920584600437,,,
10000,8893527.34895101,76.75964393245,,,
6812.9,12358035.5276837,73.9376639404041,,,
4641.6,16899187.7391909,71.2604964362223,,,
3162.3,23026038.1464789,68.1173774819514,,,
2154.4,30785332.7334991,64.6793499196703,,,
1467.8,40447983.0266321,60.6563005058254,,,
1000,51588708.7359344,57.0997622406949,,,
681.29,64871478.7735933,53.6166783074433,,,
464.16,79551450.6194815,50.9144878401533,,,
316.23,96672015.0690808,49.0738906209531,,,
215.44,117310624.521195,47.9638348334215,,,
146.78,141567500.646925,47.7836846358466,,,
100,173315854.937347,48.1456962556627,,,
68.129,212528999.023368,48.2744538828866,,,
46.416,261986799.192164,48.5404456722725,,,
31.623,323461724.719185,48.7528995176398,,,
21.544,399444846.093051,47.4254401876743,,,
14.678,486904292.053258,47.1730351567354,,,
10,591233443.039854,46.9252073890735,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,745381.479541277,85.7294063504116,133890,421440000,3.27E-12
68129,1078411.57969165,84.2638539301296,,,
46416,1539515.83764396,83.6095187330363,,,
31623,2193527.49547035,82.9671817570134,,,
21544,3123366.63874709,82.2765386647218,,,
14678,4436217.29358732,81.6789598513514,,,
10000,6310643.61934779,81.0374102722546,,,
6812.9,8899073.40412838,80.2211969348834,,,
4641.6,12553642.3805578,79.467254676039,,,
3162.3,17759543.0038643,78.3231664410284,,,
2154.4,24869101.9104579,76.9901023882174,,,
1467.8,34779759.1065452,75.0933950166837,,,
1000,47974693.875175,72.7665258826032,,,
681.29,65534456.6538023,70.2170473161918,,,
464.16,88523625.9561168,66.8878402013698,,,
316.23,118207675.775362,63.6627696974823,,,
215.44,153398971.121881,59.7102872845088,,,
