f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,219721,89.3984,4.92E+03,5.59E+10,7.53E-12
68129,323312,89.2256,,,
46416,474088,89.1989,,,
31623,692132,89.1182,,,
21544,1.01E+06,89.0697,,,
14678,1.48E+06,89.0554,,,
10000,2.17E+06,89.0995,,,
6812.9,3.17E+06,89.093,,,
4641.6,4.64E+06,89.1345,,,
3162.3,6.78E+06,89.2294,,,
2154.4,9.93E+06,89.152,,,
1467.8,1.45E+07,89.1271,,,
1000,2.13E+07,89.1997,,,
681.29,3.11E+07,89.2425,,,
464.16,4.55E+07,89.1512,,,
316.23,6.68E+07,89.3041,,,
215.44,9.70E+07,89.0511,,,
146.78,1.42E+08,88.8539,,,
100,2.09E+08,89.1332,,,
68.129,3.02E+08,88.6741,,,
46.416,4.43E+08,88.6663,,,
31.623,6.51E+08,88.4766,,,
21.544,9.40E+08,88.657,,,
14.678,1.36E+09,88.2304,,,
10,1.95E+09,89.24,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,154339,86.392,1.23E+04,2.23E+10,1.10E-11
68129,226109,87.0621,,,
46416,330256,87.5672,,,
31623,482639,87.8409,,,
21544,703195,88.1562,,,
14678,1.02E+06,88.1782,,,
10000,1.50E+06,88.2937,,,
6812.9,2.18E+06,88.4339,,,
4641.6,3.19E+06,88.5718,,,
3162.3,4.65E+06,88.7426,,,
2154.4,6.79E+06,88.7557,,,
1467.8,9.94E+06,88.7813,,,
1000,1.45E+07,88.861,,,
681.29,2.12E+07,88.9695,,,
464.16,3.10E+07,88.9273,,,
316.23,4.54E+07,88.884,,,
215.44,6.64E+07,88.8436,,,
146.78,9.69E+07,88.6726,,,
100,1.42E+08,88.4473,,,
68.129,2.07E+08,88.2492,,,
46.416,3.00E+08,88.2281,,,
31.623,4.44E+08,88.4098,,,
21.544,6.44E+08,88.0354,,,
14.678,9.39E+08,86.9281,,,
10,1.33E+09,88.0022,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,115363,87.1707,7.08E+03,1.06E+10,1.46E-11
68129,169199,87.7307,,,
46416,247754,88.1533,,,
31623,362084,88.4219,,,
21544,529946,88.618,,,
14678,774072,88.7143,,,
10000,1.13E+06,88.8141,,,
6812.9,1.66E+06,88.8775,,,
4641.6,2.42E+06,88.91,,,
3162.3,3.54E+06,88.9509,,,
2154.4,5.18E+06,88.9371,,,
1467.8,7.57E+06,88.8746,,,
