f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω), -Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,111026,88.9736,4930,4.36E+10,1.50E-11
68129,163051,89.0057,,,
46416,238722,88.9828,,,
31623,348669,88.9859,,,
21544,510145,89.0025,,,
14678,745775,89.1778,,,
10000,1.09E+06,88.9543,,,
6812.9,1.60E+06,89.0755,,,
4641.6,2.33E+06,89.0068,,,
3162.3,3.41E+06,88.8931,,,
2154.4,4.99E+06,89.0946,,,
1467.8,7.29E+06,89.1723,,,
1000,1.07E+07,89.3425,,,
681.29,1.56E+07,89.2822,,,
464.16,2.28E+07,87.3432,,,
316.23,3.33E+07,88.1892,,,
215.44,4.88E+07,88.7659,,,
146.78,7.11E+07,89.1589,,,
100,1.04E+08,89.4266,,,
68.129,1.52E+08,89.6088,,,
46.416,2.21E+08,89.7328,,,
31.623,3.23E+08,89.8168,,,
21.544,4.74E+08,89.8736,,,
14.678,7.01E+08,89.9115,,,
10,1.02E+09,89.9362,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,117748,87.5788,7150,2.91E+10,1.46E-11
68129,172292,87.8042,,,
46416,251220,87.9881,,,
31623,366168,88.1496,,,
21544,533462,88.3251,,,
14678,778656,88.4209,,,
10000,1.14E+06,88.5184,,,
6812.9,1.66E+06,88.5796,,,
4641.6,2.43E+06,88.6102,,,
3162.3,3.54E+06,88.604,,,
2154.4,5.17E+06,88.5066,,,
1467.8,7.55E+06,88.3226,,,
1000,1.10E+07,88.2749,,,
681.29,1.60E+07,88.2462,,,
464.16,2.33E+07,88.2832,,,
316.23,3.39E+07,88.3586,,,
215.44,4.94E+07,88.6605,,,
146.78,7.23E+07,88.3269,,,
100,1.05E+08,88.4538,,,
68.129,1.54E+08,88.7264,,,
46.416,2.25E+08,88.6398,,,
31.623,3.25E+08,88.4315,,,
21.544,4.78E+08,88.7875,,,
14.678,6.92E+08,88.4354,,,
10,9.97E+08,89.3421,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,103605,87.693,5320,1.74E+10,1.60E-11
68129,151871,88.0654,,,
46416,222065,88.4179,,,
31623,324605,88.5998,,,
21544,475439,88.7975,,,
14678,694257,88.9127,,,
10000,1.02E+06,89.0201,,,
6812.9,1.49E+06,89.0964,,,
4641.6,2.18E+06,89.1755,,,
3162.3,3.19E+06,89.2593,,,
2154.4,4.67E+06,89.2365,,,
1467.8,6.83E+06,89.1798,,,
1000,1.00E+07,89.1533,,,
681.29,1.46E+07,89.1208,,,
464.16,2.14E+07,89.1794,,,
316.23,3.13E+07,89.204,,,
215.44,4.58E+07,88.9384,,,
146.78,6.69E+07,88.8966,,,
100,9.75E+07,88.8171,,,
68.129,1.43E+08,88.8156,,,
46.416,2.08E+08,88.6853,,,
31.623,3.09E+08,88.2647,,,
21.544,4.42E+08,88.2201,,,
14.678,6.46E+08,87.723,,,
