f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,500425.8753,90.66132005,402.12,62045000000,3.29E-12
68129,740244.7716,89.9610343,,,
46416,1086271.818,89.74770447,,,
31623,1591998.865,89.51289849,,,
21544,2327444.542,89.47672061,,,
14678,3406027.945,89.37463158,,,
10000,4999738.434,89.18051478,,,
6812.9,7306175.059,89.23003989,,,
4641.6,10664390.97,89.33819252,,,
3162.3,15658367.69,89.24693252,,,
2154.4,22828486.9,89.21172276,,,
1467.8,33421477.49,89.15537712,,,
1000,49021719.34,89.00191859,,,
681.29,71762633.22,89.13233874,,,
464.16,104675926.9,89.07158478,,,
316.23,153251773.3,88.41672126,,,
215.44,224607549.2,88.57845106,,,
146.78,325447141.3,88.13578311,,,
100,471968952.8,88.38679075,,,
68.129,699704737.7,88.25593616,,,
46.416,999574322.5,88.70263455,,,
31.623,1461186328,84.92143455,,,
21.544,2088230273,89.8170337,,,
14.678,3240463222,83.68860391,,,
10,4383917814,89.01369681,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,185167.508276051,87.4530470212123,10654,15854000000,9.1372E-12
68129,271778.231135823,87.8682023450918,,,
46416,397631.420106914,88.2058179917631,,,
31623,581744.6156197,88.4944041068125,,,
21544,850118.880959582,88.6473157369772,,,
14678,1242058.0566742,88.7220425496831,,,
10000,1818746.59887499,88.7830620322394,,,
6812.9,2659170.68819821,88.8260031361141,,,
4641.6,3885583.77415394,88.9553543824386,,,
3162.3,5680002.31384471,88.9572690843054,,,
2154.4,8313598.63162912,88.8737911765953,,,
1467.8,12134543.1278529,88.754071146101,,,
1000,17742754.2881829,88.6751289415298,,,
681.29,25914947.4372935,88.6056101506814,,,
464.16,37730957.8645635,88.3623418698531,,,
316.23,55191377.9353667,88.2753120475461,,,
215.44,80778902.5681821,88.1730361847373,,,
146.78,116820289.395761,87.5867719696954,,,
100,169927730.323213,87.474638885948,,,
68.129,248007645.165177,87.0849124748753,,,
46.416,356802309.450139,87.3764473331396,,,
31.623,515669458.944448,87.4794420468547,,,
21.544,740153813.901946,86.9262957100733,,,
14.678,1073373012.75328,85.2132537555417,,,
10,1574536516.59959,86.4663118701907,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,755116.14602056,87.9379886185961,54464,45520000000,2.397E-12
68129,1098913.2340734,87.20467194976,,,
46416,1599639.52509667,87.2064659546376,,,
31623,2296595.45215541,87.7693423740913,,,
21544,3362610.82453497,87.610631817366,,,
14678,4898816.96812709,87.4582724620366,,,
10000,7162824.13747241,87.2033983496074,,,
6812.9,10380855.2694526,87.2558914868029,,,
4641.6,15006146.8024076,87.1713084035211,,,
3162.3,21760001.5343142,87.5296583279582,,,
2154.4,31487223.8874069,87.2717452495751,,,
1467.8,45748657.0783704,87.5022487535573,,,
1000,66515230.5228109,87.6645677721056,,,
681.29,96386632.9365423,88.0934899814198,,,
464.16,140435118.055498,88.223820485924,,,
316.23,205838457.434596,88.0216519554015,,,
215.44,305547019.985981,87.3064607914727,,,
146.78,429834498.063623,87.9799960986738,,,
100,616472782.333834,87.3162044143693,,,
68.129,909936321.436496,88.1177687269119,,,
46.416,1347352342.67947,86.3133909420031,,,
31.623,1856502128.4825,86.3237071679773,,,
21.544,2850415520.3402,87.4595501653214,,,
14.678,4211181113.44672,83.2263368790872,,,
10,6006243668.8399,84.5789147881257,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,1242223.00869799,93.3612731189227,-56753,93702000,1.3091E-12
68129,1874627.45140224,91.2188332990015,,,
46416,2759973.35453269,89.680329799177,,,
31623,4042707.84627896,88.0202795771518,,,
21544,5995341.77926378,85.6864507947233,,,
14678,8718540.67807349,83.0754874283834,,,
10000,12658539.1326899,79.3108053387376,,,
6812.9,17986199.1069288,74.4958929997258,,,
4641.6,24953996.2483587,69.0908561192868,,,
3162.3,33586507.5398459,62.184037231399,,,
2154.4,43725852.6569427,54.2449724261697,,,
1467.8,54836090.0751425,45.7704333057966,,,
1000,65967587.5849767,37.9931757259808,,,
681.29,74684499.5895975,30.3848572922683,,,
464.16,80334724.2648594,23.8733734578718,,,
316.23,84376833.1212282,18.9882040816374,,,
215.44,87087649.5674904,16.2745850485149,,,
146.78,90479491.6010611,14.3037639400566,,,
100,94745460.2564983,13.0474705815992,,,
68.129,97962499.2925611,12.8994443186607,,,
46.416,100865925.049603,13.6856039652641,,,
31.623,104328332.374571,15.5698483410063,,,
21.544,113974189.535824,17.4540389881554,,,
14.678,125881752.348703,19.2974239606203,,,
10,137060083.955553,19.60293056802,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,922689.972385509,91.9755704680724,-20454,61654000000,1.8089E-12
68129,1372136.3877836,90.9946848550833,,,
46416,2018778.04009088,90.3882693110187,,,
31623,2944387.59186973,89.750534555837,,,
21544,4355903.99383905,90.0370233273098,,,
14678,6355758.13282717,89.3275751880343,,,
10000,9302860.6970072,89.0716888924909,,,
6812.9,13585531.3789204,88.982228397095,,,
4641.6,19730034.9512301,88.9879595801271,,,
3162.3,28929549.5919051,89.1249934349823,,,
2154.4,42594325.5619772,89.4778176173056,,,
1467.8,62045605.5360572,88.6619581826166,,,
1000,91066684.522728,88.8888124283379,,,
681.29,131656451.344462,88.9463964203915,,,
464.16,192483059.273961,87.4074988476677,,,
316.23,285132475.75782,87.5327138447908,,,
215.44,411292500.106573,86.4733038591672,,,
146.78,598400968.318134,87.5816719964649,,,
100,847187603.629888,85.3910932697263,,,
68.129,1261883509.0122,85.7718592303899,,,
46.416,1801416735.5874,85.7834782164156,,,
31.623,2505475654.66554,87.3140741443813,,,
21.544,3863299585.08837,84.5948496270563,,,
14.678,5231779568.79304,76.8422468804957,,,
10,7603786095.39347,91.5748922588768,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,874794.907154225,90.1751412686944,2839.8,799510000,1.925E-12
68129,1290307.9288708,89.4527141448617,,,
46416,1896209.23295378,89.3745461564296,,,
31623,2773126.84372795,89.306528449014,,,
21544,4068089.03012119,89.0084256823436,,,
14678,5931725.77879423,88.9876328739034,,,
10000,8718845.17454799,88.8968331023285,,,
6812.9,12687492.1421886,88.8163858052029,,,
4641.6,18548104.0359376,88.940313002364,,,
3162.3,27103645.1129985,89.2012776433783,,,
2154.4,39547995.1337478,89.136957823011,,,
1467.8,57857351.1358222,88.706211173674,,,
1000,84778768.2440002,89.5874513781684,,,
681.29,125536621.998191,88.9406031621562,,,
464.16,179066826.4624,86.5344983520702,,,
316.23,260248380.753645,87.6867872839277,,,
215.44,407033247.583911,97.0724388025497,,,
146.78,655468363.590164,93.8140234271312,,,
100,1285523542.00879,35.5990416970678,,,
68.129,845430848.519451,91.7472046642919,,,
46.416,2015289654.87506,-139.637355065148,,,
31.623,1020118955.15156,-41.7097808251346,,,
21.544,8607939689.68026,-124.946699875659,,,
14.678,5848877431.64886,66.9687744671752,,,
10,6775903078.51312,101.238658115897,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,1038702.86649221,91.7896673710842,-2972.7,28129000000,1.7376E-12
68129,1547747.9361465,90.3243771026983,,,
46416,2255854.41354082,89.4424202444657,,,
31623,3284642.25571609,88.9327077522649,,,
