f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,147202.7401,87.22716511,8416.8,24230000000,1.12E-11
68129,215793.8293,87.76683501,,,
46416,316055.02,88.2764818,,,
31623,462310.2763,88.61675497,,,
21544,677429.9498,88.92915201,,,
14678,990239.3877,89.03797168,,,
10000,1452514.991,89.16644474,,,
6812.9,2127939.581,89.33101396,,,
4641.6,3116145.333,89.37284124,,,
3162.3,4565834.203,89.41630974,,,
2154.4,6696062.588,89.42239232,,,
1467.8,9798439.262,89.31955373,,,
1000,14352833.31,89.32693519,,,
681.29,21035185.25,89.27575912,,,
464.16,30768285.83,89.23548848,,,
316.23,45054714.48,89.21165948,,,
215.44,66148748.17,89.04573907,,,
146.78,96313094.9,88.65735659,,,
100,141341257.6,89.03977851,,,
68.129,205582205.1,88.76928503,,,
46.416,299147934.9,88.44250235,,,
31.623,435620098.9,88.36941597,,,
21.544,632495249.9,88.03433854,,,
14.678,941730579.9,87.97789491,,,
10,1348646138,87.59820569,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,95030.5136802859,73.2055271892346,33542,6942300000,2.251E-11
68129,130087.660224126,74.6137131699896,,,
46416,176466.601263616,77.6428791690626,,,
31623,247461.839283121,80.5200464684223,,,
21544,358217.318747203,81.4570165333531,,,
14678,510777.816056148,84.0482336547558,,,
10000,741297.37275184,85.4800867055754,,,
6812.9,1078657.06234799,86.3512346812526,,,
4641.6,1571112.31031997,86.99002939349,,,
3162.3,2289201.38706242,87.5030610845105,,,
2154.4,3339200.33608004,87.7155189565194,,,
1467.8,4864069.58784971,87.8278115910665,,,
1000,7091084.13439825,87.9251453777445,,,
681.29,10337070.1755994,87.9566558373924,,,
464.16,15058953.4731393,88.0290280005296,,,
316.23,21959435.4488055,88.0267492710623,,,
215.44,31967896.3813029,87.7848864623291,,,
146.78,46436871.8565155,87.7162857588961,,,
100,67655295.3286961,87.5074602085741,,,
68.129,98201168.8716832,87.4338091540606,,,
46.416,142507739.724835,87.3387524287027,,,
31.623,208448857.574779,87.1094466213848,,,
21.544,300168443.207458,86.7720648652335,,,
14.678,431192106.218297,86.3670687258337,,,
10,624939846.433931,86.7806501060933,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,1067435.38853618,91.1189097007622,28057,10823000000,1.9663E-12
68129,1588339.37588918,89.4017462152226,,,
46416,2330103.06036004,88.8373486962512,,,
31623,3382812.19129862,87.873907457875,,,
21544,4906436.2157209,87.9441327018993,,,
14678,7106422.33066006,86.8601154823211,,,
10000,10324468.7666896,86.5480442360793,,,
6812.9,14881397.3703062,86.0629874324399,,,
4641.6,21458024.0399038,85.8270967282046,,,
3162.3,30821899.5267816,85.214395810582,,,
2154.4,44867899.7475746,85.2491433915247,,,
1467.8,64325128.8391422,84.6770948683886,,,
1000,92198084.6351743,84.1840177882516,,,
681.29,132831311.46477,83.2937164770052,,,
464.16,187481628.586121,82.5015205220012,,,
316.23,271197486.643414,82.0597921714215,,,
215.44,384144527.648778,79.8967377866464,,,
146.78,530949859.43666,79.0377761160863,,,
100,749834021.227718,78.7749744370334,,,
68.129,1019531821.15968,76.7814594334438,,,
46.416,1428766355.36399,76.2683925217313,,,
31.623,1870274983.78818,77.1881666870376,,,
21.544,2676614760.03836,77.0950168068719,,,
14.678,3966866792.75687,77.2154206384452,,,
10,4957086306.57865,72.6169013562786,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,1166443.99859214,98.7708611037103,-289420,13064000000,1.1323E-12
68129,1792409.34389603,98.7385131593424,,,
46416,2761678.95357243,99.4182430815252,,,
31623,4246574.94910441,99.2425401247187,,,
21544,6597156.29525798,99.1912746731182,,,
14678,10102471.1271956,98.1691727438352,,,
10000,15542042.3263167,97.1493699712973,,,
6812.9,23596767.4212176,95.6681306792219,,,
4641.6,34834798.2962136,94.9065924423174,,,
3162.3,52499706.9733065,94.8016025719591,,,
2154.4,79407166.08025,93.6919127959653,,,
