f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,107436.6557,86.58984454,7616.3,43751000000,1.55E-11
68129,157367.2582,87.32884125,,,
46416,230487.7653,87.87104035,,,
31623,336602.1466,88.28165774,,,
21544,492615.0485,88.507598,,,
14678,719445.878,88.69212102,,,
10000,1052783.667,88.84557677,,,
6812.9,1540933.492,88.97033777,,,
4641.6,2252128.051,89.03945936,,,
3162.3,3296595.093,89.15195779,,,
2154.4,4832421.728,89.13425166,,,
1467.8,7057484.422,89.11584679,,,
1000,10329163.57,89.17208933,,,
681.29,15109547.1,89.13466553,,,
464.16,22124374.68,89.09475198,,,
316.23,32352443.23,89.08070726,,,
215.44,47412324.53,88.95965546,,,
146.78,69057356.13,88.72487523,,,
100,100765267.1,88.73699939,,,
68.129,147108131.5,89.00653737,,,
46.416,215037917.8,88.72486163,,,
31.623,314396939.3,89.39105596,,,
21.544,458767815.2,89.67957113,,,
14.678,667913764.8,89.30133659,,,
10,964565528.2,89.18025236,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,99498.45072,86.32908263,7581.7,10959000000,1.69E-11
68129,145761.3076,87.12819999,,,
46416,213192.3315,87.73136686,,,
31623,311713.7655,88.17949616,,,
21544,455883.0911,88.44810834,,,
14678,665365.6998,88.57937931,,,
10000,973815.8787,88.737812,,,
6812.9,1424006.708,88.83629968,,,
4641.6,2084365.337,88.90692413,,,
3162.3,3044947.335,88.93589995,,,
2154.4,4454576.629,88.95019039,,,
1467.8,6507865.604,88.84312355,,,
1000,9505845.248,88.8193073,,,
681.29,13896690.41,88.76169999,,,
464.16,20318198.19,88.76398234,,,
316.23,29624088.59,88.71182109,,,
215.44,43212062.51,88.62253542,,,
146.78,63099465.34,88.43401227,,,
100,92117102.65,88.44974046,,,
68.129,134046790.1,88.17228453,,,
46.416,195950301.8,88.15842049,,,
31.623,286540311.7,87.6900659,,,
21.544,418601059.6,87.73690283,,,
14.678,608836648.8,87.80939423,,,
10,871303259,85.75500818,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,615331.4654,87.66566345,67445,615590000,3.66E-12
68129,898283.3249,86.84058769,,,
46416,1301543.536,86.18213541,,,
31623,1882594.062,85.73642371,,,
21544,2718382.547,84.87973656,,,
14678,3895624.262,84.36903976,,,
10000,5604119.722,83.58016748,,,
6812.9,7990777.84,82.78607737,,,
4641.6,11396905.99,81.93969714,,,
3162.3,16152093.48,81.00895582,,,
2154.4,22748920.62,80.02885938,,,
1467.8,32141918.31,78.79228464,,,
1000,45273474,77.32039673,,,
681.29,63043568.89,75.83190596,,,
464.16,87778266.93,73.74872333,,,
316.23,121115629,71.29774,,,
215.44,163417508.9,68.27735819,,,
146.78,217651628.2,64.23596811,,,
100,286914625,61.21848253,,,
68.129,357402004.6,57.90314134,,,
46.416,441799661.4,56.37807393,,,
31.623,542903983.5,55.55622617,,,
21.544,674052853.5,58.34060076,,,
14.678,839131894.8,60.75919622,,,
10,1106129682,65.00765845,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,834586.914,90.72520059,21107,10135000000,2.47E-12
68129,1240617.819,89.55684013,,,
46416,1808282.594,88.84668428,,,
