f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω), -Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,202160,87.1088,20700,1.63E+10,9.57E-12
68129,294899,86.584,,,
46416,426343,86.2576,,,
31623,613083,85.8903,,,
21544,881199,85.783,,,
14678,1.27E+06,85.8553,,,
10000,1.82E+06,86.1273,,,
6812.9,2.63E+06,86.5365,,,
4641.6,3.82E+06,86.9497,,,
3162.3,5.56E+06,87.2388,,,
2154.4,8.07E+06,87.3704,,,
1467.8,1.18E+07,87.4433,,,
1000,1.71E+07,87.259,,,
681.29,2.49E+07,87.0385,,,
464.16,3.61E+07,86.5604,,,
316.23,5.20E+07,86.2731,,,
215.44,7.51E+07,86.0884,,,
146.78,1.08E+08,85.7414,,,
100,1.54E+08,86.3436,,,
68.129,2.23E+08,86.2873,,,
46.416,3.24E+08,87.0689,,,
31.623,4.63E+08,87.8467,,,
21.544,6.86E+08,87.2937,,,
14.678,9.57E+08,87.045,,,
10,1.42E+09,86.9829,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,132660,88.1361,6440,2.44E+10,1.27E-11
68129,194370,88.2385,,,
46416,283638,88.3704,,,
31623,413389,88.4399,,,
21544,603601,88.5857,,,
14678,881525,88.6364,,,
10000,1.29E+06,88.7396,,,
6812.9,1.88E+06,88.813,,,
4641.6,2.75E+06,88.8015,,,
3162.3,4.02E+06,88.7922,,,
2154.4,5.88E+06,88.7945,,,
1467.8,8.59E+06,88.8019,,,
1000,1.25E+07,88.8948,,,
681.29,1.83E+07,88.9827,,,
464.16,2.68E+07,88.988,,,
316.23,3.91E+07,89.0041,,,
215.44,5.73E+07,89.1078,,,
146.78,8.38E+07,88.9352,,,
100,1.22E+08,89.0752,,,
68.129,1.79E+08,88.7898,,,
46.416,2.63E+08,88.8761,,,
31.623,3.79E+08,88.8348,,,
21.544,5.65E+08,88.4174,,,
14.678,8.17E+08,88.8823,,,
10,1.21E+09,87.298,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,136687,88.3241,5610,2.46E+10,1.21E-11
68129,200554,88.4521,,,
46416,293321,88.6869,,,
31623,428447,88.7453,,,
21544,625880,88.9163,,,
14678,915921,88.9546,,,
10000,1.34E+06,89.0454,,,
6812.9,1.96E+06,89.1392,,,
4641.6,2.87E+06,89.2016,,,
3162.3,4.20E+06,89.2593,,,
2154.4,6.15E+06,89.2258,,,
1467.8,9.01E+06,89.1954,,,
1000,1.32E+07,89.2406,,,
681.29,1.93E+07,89.1932,,,
464.16,2.83E+07,89.1722,,,
316.23,4.14E+07,89.0766,,,
215.44,6.03E+07,89.3029,,,
146.78,8.84E+07,89.0388,,,
100,1.29E+08,88.9256,,,
68.129,1.89E+08,88.5745,,,
46.416,2.76E+08,88.5621,,,
31.623,3.95E+08,88.3043,,,
21.544,5.95E+08,88.0868,,,
14.678,8.54E+08,89.4584,,,
10,1.27E+09,87.0889,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,133931,88.5341,4850,2.29E+10,1.23E-11
68129,196588,88.6599,,,
46416,287967,88.8532,,,
31623,421094,88.9333,,,
21544,615565,88.9709,,,
14678,899780,89.0359,,,
10000,1.32E+06,89.0885,,,
6812.9,1.93E+06,89.1668,,,
4641.6,2.82E+06,89.2208,,,
3162.3,4.13E+06,89.2203,,,
2154.4,6.05E+06,89.3117,,,
1467.8,8.85E+06,89.1881,,,
1000,1.30E+07,89.2268,,,
681.29,1.90E+07,89.1825,,,
464.16,2.78E+07,89.2844,,,
316.23,4.07E+07,89.1942,,,
215.44,5.95E+07,89.0917,,,
146.78,8.69E+07,89.0136,,,
100,1.27E+08,88.8349,,,
68.129,1.86E+08,88.6889,,,
46.416,2.72E+08,88.4203,,,
31.623,3.96E+08,88.4171,,,
21.544,5.79E+08,88.7636,,,
14.678,8.53E+08,88.9671,,,
10,1.24E+09,86.8115,,,
