f,Z,Phi,Rs,Rct,C
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,99927.4846,76.1050742,25918,4522100000,1.79E-11
68129,143240.384,79.7104897,,,
46416,206783.153,82.3862149,,,
31623,300168.912,84.2817423,,,
21544,436355.347,85.5944801,,,
14678,634579.477,86.5793544,,,
10000,926183.413,87.3246971,,,
6812.9,1351751.49,87.8997561,,,
4641.6,1976334.61,88.3200186,,,
3162.3,2891988.61,88.5939267,,,
2154.4,4235875.33,88.7706501,,,
1467.8,6202309.94,88.607544,,,
1000,9073314.93,88.5004458,,,
681.29,13241793.2,88.3227953,,,
464.16,19295168.5,88.0775329,,,
316.23,28136719.9,87.6946111,,,
215.44,40922273.9,87.4869274,,,
146.78,59340960.4,87.1504473,,,
100,86070413.2,86.8326347,,,
68.129,125395120,86.3584251,,,
46.416,180796257,86.0995594,,,
31.623,262063679,85.4424634,,,
21.544,377742868,85.0228442,,,
14.678,544698426,82.7971103,,,
10,774231019,82.2195644,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,85496.53002,79.75554721,27847,8948300,2.90E-11
68129,122258.6617,79.12267738,,,
46416,172658.7403,77.96713761,,,
31623,240614.4986,76.63806511,,,
21544,331767.9147,75.52004717,,,
14678,456251.4561,74.5709459,,,
10000,630397.4646,73.82261153,,,
6812.9,872780.0926,72.7546521,,,
4641.6,1210416.993,70.95389942,,,
3162.3,1670075.758,67.89430422,,,
2154.4,2267808.29,63.55926199,,,
1467.8,2995532.729,57.91994469,,,
1000,3798710.653,51.6952089,,,
681.29,4609768.908,45.73005878,,,
464.16,5386013.651,40.89881229,,,
316.23,6165716.926,37.88323295,,,
215.44,7060158.288,36.57553799,,,
146.78,8170306.703,36.13878698,,,
100,9618761.366,35.54184363,,,
68.129,11444090.72,33.79201582,,,
46.416,13514008.71,30.14464933,,,
31.623,15362541.95,25.55666354,,,
21.544,16793394.39,21.00248493,,,
14.678,17656407.23,17.75560048,,,
10,18154611.69,16.45859647,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,90266.85177,84.68511358,10870,1831400000,2.12E-11
68129,131620.0875,85.68140033,,,
46416,191775.369,86.4332778,,,
31623,279108.197,86.85844274,,,
21544,406389.5935,87.12950823,,,
14678,590643.3201,87.18532539,,,
10000,859869.6815,87.19636542,,,
6812.9,1248761.277,87.11098761,,,
4641.6,1809496.806,86.94844743,,,
3162.3,2625921.691,86.84311501,,,
2154.4,3800829.534,86.68356613,,,
1467.8,5492966.57,86.45798,,,
1000,7952746.143,86.29978266,,,
681.29,11517712.93,85.94904095,,,
464.16,16641980.99,85.31515458,,,
316.23,23941037.44,84.55570777,,,
215.44,34299220.09,83.79264827,,,
146.78,48943459.89,82.97572735,,,
100,70064727.24,82.58952452,,,
68.129,99136625.07,81.97382816,,,
46.416,140705758.9,81.46082354,,,
31.623,199905937.4,80.89582859,,,
21.544,284056434.8,80.04140476,,,
14.678,401464588.3,78.58213895,,,
10,570731974.6,77.86444154,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,93396.0055751486,82.7142565792405,16466,53987000,2.2009E-11
68129,134857.80364829,83.5024440444559,,,
46416,187625.947818195,84.3459834075875,,,
31623,272635.35003886,84.7606718101982,,,
21544,395783.97050639,84.8120335382074,,,
14678,573338.390755482,84.6699911022462,,,
10000,831452.897126628,84.4446792378121,,,
6812.9,1202036.06123975,84.0825567108613,,,
4641.6,1735364.76501485,83.3707094624111,,,
3162.3,2488476.22314246,82.0424908465289,,,
2154.4,3565471.82678548,80.6498499761158,,,
1467.8,5089152.15876819,78.754478118304,,,
1000,7225013.64970205,76.311436605955,,,
681.29,10137955.6685438,72.8840882833668,,,
464.16,14023521.4745486,68.326874182904,,,
316.23,18846160.0201147,62.7370013573172,,,
215.44,24105281.3917129,56.2100129721364,,,
146.78,29897529.9443989,50.7720681699855,,,
100,35197181.2153557,47.2919561084544,,,
68.129,40744172.0949221,46.4485744908107,,,
46.416,47610953.6866158,49.8275559613086,,,
31.623,60557469.9164538,49.8607126017644,,,
21.544,85670916.302642,54.1369460436659,,,
14.678,100741962.624021,49.128574974838,,,
10,127831448.777953,44.6280757534913,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,93823.0693294291,83.6590492578914,14426,147150000,2.0416E-11
68129,136466.892390928,84.5457163072385,,,
46416,197911.929636899,85.0745760443691,,,
31623,286344.017856778,85.3103688473958,,,
21544,413498.520073017,85.4058642811166,,,
14678,594947.495818247,85.5055984572329,,,
10000,858999.975896612,85.7252739999923,,,
6812.9,1240888.69241298,85.8996389361679,,,
4641.6,1796663.44106346,85.9239923948397,,,
3162.3,2606715.91016186,85.7361879109565,,,
2154.4,3784917.04564098,85.3543529315589,,,
1467.8,5489519.6763983,84.4253949289799,,,
1000,7946028.18070564,83.0964043447964,,,
681.29,11480312.3921815,81.4636018721904,,,
464.16,16503779.8600902,79.2253509968469,,,
316.23,23456227.5665301,75.9161541728622,,,
215.44,32634898.8394975,71.8775075597722,,,
146.78,44572860.4037042,66.9848194482228,,,
100,57561641.395623,59.9449173752171,,,
68.129,71569847.5882432,52.9982813305547,,,
46.416,90550943.5539518,46.91788731894,,,
31.623,111938729.28783,42.5262308959168,,,
21.544,148206481.497902,39.8265385820379,,,
14.678,158933463.232138,29.9005051532282,,,
10,177266054.875883,22.7738774325265,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,63189.0547510061,69.5183132705672,36736,6908000,6.381E-11
68129,84712.2319771621,68.6429547725168,,,
46416,112700.783856185,68.1566934918461,,,
31623,149584.215755927,68.2925729633671,,,
21544,199935.514449302,68.7702013778636,,,
14678,269326.870629161,69.1822155001197,,,
10000,365535.533233109,69.2803048168008,,,
6812.9,496238.160774112,68.7962918372974,,,
4641.6,670251.397015987,67.6910623706407,,,
3162.3,897464.304230836,66.2381511950537,,,
2154.4,1188625.19618833,64.4251499141691,,,
1467.8,1561384.34593695,62.7633599075074,,,
1000,2036109.45245749,61.0440498469641,,,
681.29,2621994.73565381,58.8566458871611,,,
464.16,3347540.52206365,59.2294821590572,,,
316.23,4534310.19353298,55.74486996865,,,
215.44,4733893.60175542,60.620673466182,,,
146.78,5827167.77496163,47.3509366003173,,,
100,6871453.64959977,61.006704738946,,,
68.129,12308313.4127863,59.2151556539915,,,
46.416,6759945.72984005,19.0648685231747,,,
31.623,18258859.7809765,91.5631642041981,,,
21.544,9401767.06001495,21.9467858071347,,,
14.678,22419808.6533763,45.5456967814586,,,
10,20319158.5306381,31.7075004255558,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,67136.7110391193,64.719339672626,76154,749290,1.7545E-10
68129,92344.1981452745,58.9154732026434,,,
46416,120815.299296397,50.8519461837113,,,
31623,146749.5681767,42.198565852694,,,
21544,168677.000775427,35.1976245635196,,,
14678,189245.231631913,30.5413798528052,,,
10000,209260.967500505,27.6680195696191,,,
6812.9,229045.456493807,26.0988711788044,,,
4641.6,248875.875052508,25.2426413958781,,,
3162.3,284033.92597812,25.16630613263,,,
2154.4,363722.616401086,26.5127066857839,,,
1467.8,422156.060821794,26.6813471894173,,,
1000,484082.263926772,26.049334544979,,,
681.29,560737.734368485,25.2862178180335,,,
464.16,688583.567626127,26.8679409952325,,,
316.23,780623.27204899,24.5094905209737,,,
215.44,874244.143637602,21.8501158260377,,,
146.78,970562.754394911,19.1739784878185,,,
100,1047040.44533634,16.6178937902941,,,
68.129,1064544.09082552,13.8114167616473,,,
46.416,1154343.69084561,12.7796569952156,,,
31.623,1255575.10415535,11.4624442538507,,,
21.544,1358049.82933008,10.9945657928334,,,
14.678,1438561.44092999,10.2828524184721,,,
10,1484979.81276697,10.007639775047,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,90942.1810441357,84.0280291078078,13044,898100000,2.1295E-11
68129,132299.101689331,84.9671200685543,,,
46416,192230.020631989,85.5938299525388,,,
31623,278846.342495784,85.953672931344,,,
21544,404351.931168677,86.108292437739,,,
14678,584647.224679159,86.1592490589921,,,
10000,847853.413333365,86.1970471064204,,,
6812.9,1227286.28516905,86.1240080141084,,,
4641.6,1773143.83137926,85.8859590303925,,,
3162.3,2558129.65242509,85.6791778389853,,,
2154.4,3680369.2537389,85.5016999769935,,,
1467.8,5289820.82478264,85.3918552065376,,,
1000,7614513.75713213,85.5399799798138,,,
681.29,10989219.9810506,85.5765318061405,,,
464.16,15895909.892229,85.4302011614361,,,
316.23,22999296.1192404,85.0177405686101,,,
215.44,33378306.5880726,84.3003960505603,,,
146.78,48042615.1941503,83.0746024582211,,,
100,68873481.1303286,81.4959838514838,,,
68.129,98943030.142336,79.736001960172,,,
46.416,141564501.003335,77.7960403537496,,,
31.623,199010132.204036,75.5350471781494,,,
21.544,279408348.04595,71.8551698321723,,,
14.678,378421538.738939,66.8835900360386,,,
10,510049433.599029,62.1130117002373,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,68057.5630686171,78.3519538942377,17790,1744700,2.8579E-11
68129,97081.7715154273,78.3344445641135,,,
46416,138461.477704856,77.6112846312411,,,
31623,198127.481945755,76.0529622676586,,,
21544,282060.325170645,73.0983098963509,,,
14678,396052.649820876,68.2991703485898,,,
10000,539766.451392462,61.7395344573209,,,
6812.9,700142.932915815,53.9951369311304,,,
4641.6,843180.467102768,44.92760477524,,,
3162.3,980135.689948606,37.8856576534578,,,
2154.4,1128581.15026188,30.3970411718812,,,
1467.8,1238677.92952249,26.8647962912101,,,
1000,1349374.33607967,24.5365097812353,,,
681.29,1467592.07310002,22.9037745689117,,,
464.16,1622204.48823112,22.202844937399,,,
316.23,1779999.80889458,21.6093236247859,,,
215.44,1971598.19313124,21.4432450734856,,,
146.78,2220947.29738261,21.4391987710218,,,
100,2490423.39666139,21.2094569424263,,,
68.129,2753996.58695037,20.2954179286272,,,
46.416,3003924.11310635,18.7574293564188,,,
31.623,2816914.99600174,24.1282569934854,,,
21.544,3166145.68988826,21.3509160114038,,,
14.678,3465152.03317332,17.6761365080317,,,
10,3700500.94885192,15.6984366143973,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,276188.613764075,59.9663543119615,189880,2636600,1.2984E-11
68129,352184.533571931,56.5763829303395,,,
46416,439580.485119513,54.0657660461938,,,
31623,547449.886778586,52.5552541232497,,,
21544,688492.06043257,51.3696142338802,,,
14678,842448.058578507,51.0188640103251,,,
10000,1100452.35612473,47.4507610296108,,,
6812.9,1351123.66546557,43.5526311301817,,,
4641.6,1635926.10922116,39.0019970432572,,,
3162.3,1901865.50810357,33.3559090814663,,,
2154.4,2202255.21716764,28.6570841860154,,,
1467.8,2381213.04659406,23.2805902605932,,,
1000,2532339.41902413,19.2108798368121,,,
681.29,2670317.40363491,16.2313500243376,,,
464.16,2709628.66693966,13.680774091117,,,
316.23,2779699.70505418,12.0414763975091,,,
215.44,2874223.66374444,10.8836343337974,,,
146.78,2977190.63309528,9.87045400184232,,,
100,3103056.54793159,9.2181618098758,,,
68.129,3219113.32930462,8.67266788222304,,,
46.416,3340832.06340878,8.19876776948105,,,
31.623,3477847.81229728,7.8680247396165,,,
21.544,3611248.50411858,7.50290449704425,,,
14.678,3554975.15064246,7.54769625973369,,,
10,3687792.63586298,7.88439151011644,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,85433.000363128,64.069506019756,22764,284870,2.0719E-11
68129,118291.125265734,58.7449848479759,,,
46416,157594.043282274,50.4258285593334,,,
31623,196180.711355826,39.8684169345025,,,
21544,222403.906658308,29.0334570480112,,,
14678,234297.742412199,20.6146472997746,,,
10000,239199.899584723,15.5465629992844,,,
6812.9,243189.485905146,12.9053941746233,,,
4641.6,249456.571515271,11.6719709690304,,,
3162.3,257625.59854552,11.1371950493777,,,
2154.4,267813.958870924,10.9147390257879,,,
1467.8,278902.59435273,10.7920003317111,,,
1000,290906.395724543,10.977560197774,,,
681.29,303792.990055776,11.3629852743218,,,
464.16,318260.374054785,11.904213489217,,,
316.23,334098.859907151,12.4853842807592,,,
215.44,352496.214359422,13.1387485417207,,,
146.78,373932.637505771,13.6224815274079,,,
100,395917.16983932,13.8131175684603,,,
68.129,420478.435639979,14.0849126314746,,,
46.416,445163.46833272,14.4094522473917,,,
31.623,469967.803897722,14.9302508259166,,,
21.544,499059.878769542,15.4866934502062,,,
14.678,531036.622639724,16.8464843499561,,,
10,570151.372682892,18.3050348093627,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,464768.984383474,62.9967849547961,482060,15742000,3.6423E-11
68129,598503.882168238,58.2525176259146,,,
46416,753357.722637722,54.2730862937957,,,
31623,929517.902522896,50.9312163160861,,,
21544,1135267.71244306,48.147250989662,,,
14678,1339858.43681946,46.356132514311,,,
10000,1615526.55762518,44.4881540193252,,,
6812.9,1931147.80639227,43.1828615931763,,,
4641.6,2297631.34691085,42.3065839124907,,,
3162.3,2722187.64812345,41.9568375246083,,,
2154.4,3227615.20338553,42.1636861231584,,,
1467.8,3835420.90363905,42.7136518360811,,,
1000,4590046.11636304,43.6298730696033,,,
681.29,5545515.06959439,44.6755084534486,,,
464.16,6757793.52762229,45.632846749438,,,
316.23,8259041.81863855,46.3339373236423,,,
215.44,10102641.2180491,46.863265696064,,,
146.78,12377728.4257367,47.1564398038969,,,
100,15173905.6750075,47.5704232908273,,,
68.129,18679004.6526168,47.9346720380692,,,
46.416,23203346.8415872,47.9911547599435,,,
31.623,28865751.5897369,47.4286972318237,,,
21.544,35804697.2336439,46.0863800931952,,,
14.678,43866767.2177781,43.8990931175762,,,
10,53183940.3266126,41.3473813425927,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,417993.394051037,68.8631267055803,299370,6723000,1.1968E-11
68129,557945.178511045,64.1675479932935,,,
46416,723338.789923278,60.0868941405139,,,
31623,922875.457106192,56.4410088696095,,,
21544,1155263.16801468,53.1562272052591,,,
14678,1428280.30113077,50.2014429116917,,,
10000,1750512.12273496,47.6842997116932,,,
6812.9,2120843.98892688,45.501490841705,,,
4641.6,2544705.73257662,43.6353787126195,,,
3162.3,3028402.66926965,42.1883025659727,,,
2154.4,3580090.21995034,41.2103965771483,,,
1467.8,4215176.87812678,40.6686252658462,,,
1000,4979015.29132311,40.7227490001873,,,
681.29,5900630.22752092,41.0686845700786,,,
464.16,7017065.33458678,41.508566008735,,,
316.23,8372551.94072201,42.0733692185118,,,
215.44,10019401.0379926,42.6922837140082,,,
146.78,12038169.2804976,43.1729136157424,,,
100,14484961.720474,43.8557769177383,,,
68.129,17477672.1851834,44.4915043874949,,,
46.416,21163234.2398399,45.2318035117109,,,
31.623,25711142.9835629,46.0402160497425,,,
21.544,31461169.0142641,46.7495712876628,,,
14.678,38683560.6860062,47.2142137432621,,,
10,47748657.5241066,47.2427212979537,,,
