f,Z,Phi,Rs,Rct,C
46.416,4.77E+08,87.5896,,,
31.623,7.13E+08,86.2812,,,
21.544,1.01E+09,86.2102,,,
14.678,1.42E+09,88.0493,,,
10,2.07E+09,86.7986,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,226353,88.2506,10400,1.43E+10,7.48E-12
68129,332102,88.3643,,,
46416,485303,88.4843,,,
31623,707792,88.5393,,,
21544,1.03E+06,88.6371,,,
14678,1.51E+06,88.6607,,,
10000,2.21E+06,88.7022,,,
6812.9,3.23E+06,88.8079,,,
4641.6,4.71E+06,88.8537,,,
3162.3,6.89E+06,88.8596,,,
2154.4,1.00E+07,88.8469,,,
1467.8,1.47E+07,88.7614,,,
1000,2.15E+07,88.7855,,,
681.29,3.14E+07,88.6982,,,
464.16,4.59E+07,88.7057,,,
316.23,6.71E+07,88.5256,,,
215.44,9.78E+07,88.3688,,,
146.78,1.42E+08,87.9284,,,
100,2.07E+08,88.1065,,,
68.129,3.02E+08,87.3896,,,
46.416,4.40E+08,86.7559,,,
31.623,6.33E+08,86.7209,,,
21.544,9.35E+08,86.0321,,,
14.678,1.30E+09,84.4947,,,
10,1.96E+09,83.6058,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,230481,88.201,11200,1.07E+10,7.37E-12
68129,338600,88.2619,,,
46416,494581,88.3149,,,
31623,722775,88.4232,,,
21544,1.05E+06,88.626,,,
14678,1.54E+06,88.5218,,,
10000,2.25E+06,88.5884,,,
6812.9,3.28E+06,88.582,,,
4641.6,4.80E+06,88.6746,,,
3162.3,7.01E+06,88.6481,,,
2154.4,1.02E+07,88.6919,,,
1467.8,1.49E+07,88.6212,,,
1000,2.18E+07,88.5798,,,
681.29,3.18E+07,88.585,,,
464.16,4.66E+07,88.4635,,,
316.23,6.80E+07,88.2328,,,
215.44,9.96E+07,87.9711,,,
146.78,1.44E+08,87.6616,,,
100,2.10E+08,87.1182,,,
68.129,3.07E+08,87.1653,,,
46.416,4.44E+08,86.5536,,,
31.623,6.47E+08,85.6429,,,
21.544,9.48E+08,84.6104,,,
14.678,1.35E+09,82.8428,,,
10,1.87E+09,81.4039,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,231659,88.037,12200,8260000000,7.43E-12
68129,339696,88.1253,,,
46416,496578,88.2242,,,
31623,724634,88.2776,,,
21544,1.06E+06,88.4912,,,
14678,1.54E+06,88.4324,,,
10000,2.25E+06,88.4844,,,
6812.9,3.29E+06,88.5132,,,
4641.6,4.80E+06,88.5413,,,
3162.3,7.00E+06,88.6137,,,
2154.4,1.02E+07,88.5518,,,
1467.8,1.49E+07,88.397,,,
1000,2.18E+07,88.3818,,,
681.29,3.18E+07,88.2605,,,
464.16,4.65E+07,88.1588,,,
316.23,6.76E+07,87.9352,,,
215.44,9.85E+07,87.5522,,,
146.78,1.43E+08,87.1576,,,
100,2.09E+08,86.8621,,,
68.129,3.03E+08,86.1548,,,
46.416,4.38E+08,85.726,,,
31.623,6.37E+08,85.5698,,,
21.544,9.07E+08,83.3625,,,
14.678,1.27E+09,80.9096,,,
10,1.84E+09,78.8357,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,946298,96.1743,-56900,1.13E+10,2.01E-12
68129,1.44E+06,93.358,,,
46416,2.14E+06,91.0121,,,
31623,3.11E+06,89.2089,,,
21544,4.52E+06,87.3283,,,
14678,6.47E+06,86.7367,,,
10000,9.33E+06,85.9696,,,
6812.9,1.33E+07,85.6407,,,
4641.6,1.91E+07,85.4749,,,
3162.3,2.76E+07,85.787,,,
2154.4,3.96E+07,85.8701,,,
1467.8,5.71E+07,86.0407,,,
1000,8.26E+07,86.1547,,,
681.29,1.20E+08,86.254,,,
464.16,1.73E+08,86.1415,,,
316.23,2.49E+08,85.6381,,,
215.44,3.57E+08,84.1347,,,
146.78,5.26E+08,83.6536,,,
100,7.56E+08,82.6823,,,
68.129,1.05E+09,80.0718,,,
46.416,1.49E+09,78.3272,,,
31.623,2.11E+09,76.4079,,,
21.544,2.84E+09,75.5226,,,
14.678,3.70E+09,68.2901,,,
10,5.70E+09,73.0471,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,5.96E+05,86.4383697,84660,4934200000,3.92E-12
68129,8.63E+05,85.206602,,,
46416,1.23E+06,84.7466445,,,
31623,1.77E+06,84.2728547,,,
21544,2.53E+06,84.2458078,,,
14678,3.60E+06,84.1232939,,,
10000,5.16E+06,84.189998,,,
6812.9,7.40E+06,84.396441,,,
4641.6,1.06E+07,84.4591245,,,
3162.3,1.52E+07,84.6117076,,,
2154.4,2.19E+07,84.6253906,,,
1467.8,3.14E+07,84.1422561,,,
1000,4.54E+07,83.8387983,,,
681.29,6.49E+07,83.0682695,,,
464.16,9.31E+07,82.8150145,,,
316.23,1.33E+08,81.9584875,,,
215.44,1.91E+08,81.0818089,,,
146.78,2.62E+08,78.9194838,,,
100,3.65E+08,78.5408815,,,
68.129,5.11E+08,77.0041133,,,
46.416,7.08E+08,76.2267943,,,
31.623,9.62E+08,76.126852,,,
21.544,1.35E+09,75.3466026,,,
14.678,1.85E+09,73.5282076,,,
10,2573419510,71.6785367,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,595806.277,85.8180987,98962,3966800000,4.07E-12
68129,860006.118,84.4015317,,,
46416,1225618.12,83.6897123,,,
31623,1741110.29,83.5984379,,,
21544,2473862.09,83.1554618,,,
14678,3514036.19,83.1131097,,,
10000,5012282.42,83.2528472,,,
6812.9,7128704.08,83.3781226,,,
4641.6,10209851.4,83.7446382,,,
3162.3,14550458.2,83.9617964,,,
2154.4,20921519.9,84.1858949,,,
1467.8,30063134.6,84.0574176,,,
1000,43392735.6,83.6592555,,,
681.29,62095144.6,83.1911241,,,
464.16,88826933.6,82.4195,,,
316.23,127680038,81.7022085,,,
215.44,180665964,79.2453942,,,
146.78,252675902,78.8171634,,,
100,353529052,77.4521077,,,
68.129,487319732,75.5949172,,,
46.416,675191698,74.3902119,,,
31.623,922661743,73.2409455,,,
21.544,1241063524,72.7452182,,,
14.678,1732537727,71.5257652,,,
10,2336589235,73.0125706,,,
Frequency (Hz),Z (�),#NAME?,Output Rs.R (�),Output Rct.R (�),Output C.C (F)
100000,734501.1628,85.42376713,144100,2942000000,3.50E-12
68129,1054922.729,83.58761957,,,
46416,1494068.521,82.57083974,,,
31623,2118480.085,81.97918145,,,
21544,2968632.767,81.55617561,,,
14678,4173439.753,81.39466492,,,
10000,5915283.588,81.35799033,,,
6812.9,8346227.6,81.80824545,,,
4641.6,11854861.79,82.35287505,,,
3162.3,16837229.22,82.59251593,,,
2154.4,24059131.63,82.87958841,,,
1467.8,34511231.6,82.84531693,,,
1000,49475775.75,82.84996617,,,
681.29,70726633.5,82.28552401,,,
464.16,101208987.5,81.47727216,,,
316.23,144063578.1,80.08602711,,,
215.44,201405352.4,78.85426611,,,
146.78,284972331.4,76.91594519,,,
100,396132908.8,74.37156069,,,
68.129,545519260.7,72.6729386,,,
46.416,747917791.2,70.49680759,,,
31.623,991901631,69.56617342,,,
21.544,1365665789,66.34878949,,,
14.678,1783010334,68.0336724,,,
10,2304432484,62.86145044,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,504046.2954,82.54369273,137340,3300700000,6.38E-12
68129,716318.2881,81.30432254,,,
46416,1010743.105,80.63697076,,,
31623,1416699.551,79.70327173,,,
21544,1978253.382,79.3026234,,,
14678,2761557.568,78.93476685,,,
10000,3852288.47,78.96551847,,,
6812.9,5381773.49,79.27287055,,,
4641.6,7534600.502,79.69675367,,,
3162.3,10628788.52,79.70634404,,,
2154.4,14930116.02,79.65848787,,,
1467.8,21267112.33,79.35740692,,,
1000,30080149.61,78.84215361,,,
681.29,42268272.44,77.93152949,,,
464.16,58914966.03,76.93538633,,,
316.23,81341487.03,76.41373525,,,
215.44,111355837,75.81100837,,,
146.78,152227362.2,76.48764799,,,
100,210198991.7,76.9430467,,,
68.129,293152361.7,77.69342106,,,
46.416,411655985.8,77.52293459,,,
31.623,573790100.1,77.36057531,,,
21.544,797707799,75.96173846,,,
14.678,1190577850,75.88510939,,,
10,1613761034,74.5431603,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,411218.0398,73.5978144,170780,249610000,6.84E-12
68129,558963.1764,73.99834625,,,
46416,763338.4312,75.00687259,,,
31623,1053064.934,76.23966533,,,
21544,1467257.113,77.41097453,,,
14678,2052224.088,78.18712482,,,
10000,2892804.17,78.83518322,,,
6812.9,4076673.85,79.22903586,,,
4641.6,5757909.166,79.41600701,,,
3162.3,8124492.191,79.19580381,,,
2154.4,11488043.46,78.74145442,,,
1467.8,16221907.2,77.9623121,,,
1000,22866756.82,76.81102809,,,
681.29,32114473.68,74.91693119,,,
464.16,44844500.2,72.22253285,,,
316.23,61441920.38,68.29507122,,,
215.44,82450020.2,63.85608816,,,
146.78,107419063.1,58.59365723,,,
100,133408254.4,53.53020073,,,
68.129,164316632.6,49.60551159,,,
46.416,200594809.1,43.56395908,,,
31.623,238239635.3,43.93986465,,,
21.544,274930580.5,38.45289559,,,
14.678,324098111.5,39.98029702,,,
10,386786702.9,40.77215769,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,371414.0351,75.57647697,135350,1165500000,7.29E-12
68129,508298.1899,75.79987831,,,
46416,699273.2052,76.81626863,,,
31623,970750.2906,78.12162392,,,
21544,1364064.995,79.39220914,,,
14678,1918050.33,80.44198744,,,
10000,2728649.966,81.27168172,,,
6812.9,3882487.505,81.92381982,,,
4641.6,5535139.108,82.39671145,,,
3162.3,7902308.744,82.6931691,,,
2154.4,11313614.42,82.7435445,,,
1467.8,16164929.81,82.52409385,,,
1000,23092144.95,82.23722609,,,
681.29,33026271.46,81.68421915,,,
464.16,46943679.73,81.04435073,,,
316.23,66757043.71,79.68560979,,,
215.44,94221618.48,78.09062806,,,
146.78,131588655.3,76.34422269,,,
100,183544878.7,74.72702877,,,
68.129,252804765.5,71.98141306,,,
46.416,347714398.8,68.72862889,,,
31.623,469531403.8,65.45192853,,,
21.544,637753771.1,61.08212631,,,
14.678,831919152.2,56.87070169,,,
10,1030459686,49.63386229,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,336472.2744,73.92745842,127400,2037800000,8.78E-12
68129,461146.5871,75.04468697,,,
46416,635869.005,76.56036699,,,
31623,883524.6224,78.1960119,,,
21544,1241592.131,79.79232728,,,
14678,1755233.39,81.01674452,,,
10000,2506774.638,81.97358132,,,
6812.9,3578871.633,82.78681229,,,
4641.6,5118102.478,83.39350835,,,
3162.3,7361773.78,83.83278918,,,
2154.4,10587127.66,83.95688983,,,
1467.8,15186977.04,84.08110811,,,
1000,21902175.8,83.91699371,,,
681.29,31290542.32,83.49525623,,,
464.16,45058938.13,83.14854599,,,
316.23,64038247.65,81.48919574,,,
215.44,90985632.24,80.49756173,,,
146.78,134838802.8,82.0102188,,,
100,194928262.4,73.35458768,,,
68.129,258942655.8,69.2382542,,,
46.416,232840718.5,68.09994406,,,
31.623,342502131,111.4902068,,,
21.544,2747673444,-18.62808124,,,
14.678,863714372.3,71.4604525,,,
10,1221133771,63.36558671,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,307113.1573,70.11745207,149360,898960000,1.01E-11
68129,409389.8621,70.51970917,,,
46416,548240.9897,71.84861405,,,
31623,742761.3781,73.74080221,,,
21544,1021349.638,75.59705045,,,
14678,1420229.614,77.29048562,,,
10000,1995273.768,78.75605404,,,
6812.9,2807963.827,79.97955802,,,
4641.6,3976710.822,80.84670392,,,
3162.3,5662383.106,81.58641861,,,
2154.4,8072172.949,81.9348462,,,
1467.8,11550764.58,82.19872919,,,
1000,16501357.08,81.79834324,,,
681.29,23587092.94,81.26440777,,,
464.16,33624892.21,80.31310763,,,
316.23,47661546.05,78.64376951,,,
215.44,67106807.8,75.81509474,,,
146.78,93439085.07,72.77964363,,,
100,132608518.4,72.23821934,,,
68.129,188756909.1,73.02225351,,,
46.416,266933371.6,72.21996987,,,
31.623,362658661.6,67.28785175,,,
21.544,444610993.6,58.01204894,,,
14.678,636334064.4,58.64976282,,,
10,784935552.1,54.91015126,,,
Frequency (Hz),Z (Ω),#NAME?,Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,469242.7899,80.01812799,224670,11158000000,8.24E-12
68129,673420.7349,76.91138237,,,
46416,937029.71,72.81883317,,,
31623,1245446.764,68.68350232,,,
21544,1594454.109,66.23538587,,,
14678,2023805.578,66.35513502,,,
10000,2623058.768,68.52419263,,,
6812.9,3493518.715,71.59080007,,,
4641.6,4779400.915,74.54793054,,,
3162.3,6634218.658,77.26173781,,,
2154.4,9348841.23,79.26208218,,,
1467.8,13287938.87,80.96530291,,,
1000,18981454.79,82.24708703,,,
681.29,27209348.86,83.30928769,,,
464.16,39062122.76,84.15377425,,,
316.23,56138266.62,84.46942579,,,
215.44,80683573.84,85.43065406,,,
146.78,116024123.4,85.8474091,,,
100,167630904.2,86.61782235,,,
68.129,245103941.3,87.07538768,,,
46.416,359612944.2,87.88854425,,,
31.623,534531967.6,86.68347869,,,
21.544,766998088.6,86.1930489,,,
14.678,1154365326,86.64479916,,,
10,1722080715,81.27541574,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,384363.931936906,80.8415834368943,105130,783550000,8.5502E-12
68129,542200.178930122,80.5947184360916,,,
46416,765936.29892845,80.8365608770525,,,
31623,1081981.12685349,81.1357422555026,,,
21544,1534491.16273964,81.2899362303761,,,
14678,2174324.52026266,81.3384743717359,,,
10000,3102381.56709323,81.2292351548871,,,
6812.9,4414436.68697746,80.7086620286541,,,
4641.6,6304912.04583935,80.3212971752412,,,
3162.3,8993257.36255849,79.4849967636202,,,
2154.4,12720106.7441572,77.8634679808199,,,
1467.8,17538558.0108114,74.8089261847095,,,
1000,23502559.6356163,71.6417286778869,,,
681.29,31304854.0147879,69.8162023007977,,,
464.16,43383752.6167992,69.3772558107474,,,
316.23,56657646.9816821,69.088631992701,,,
215.44,76668075.3360957,69.2344821334495,,,
146.78,101089841.717677,70.9015281207869,,,
100,138420246.336565,71.8231856622919,,,
68.129,191047108.105323,70.9885399522284,,,
46.416,264287567.180331,69.4355496998649,,,
31.623,357056615.656853,66.9879675216602,,,
21.544,479753623.164011,64.3801655579256,,,
14.678,636327974.264698,60.991726439297,,,
10,830866131.829616,57.3717422268336,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,549135.806444586,79.8093822695041,266480,435240000,1.1347E-11
68129,769819.293942725,77.0333205451996,,,
46416,1063519.24475655,74.7016632381438,,,
31623,1452336.73050554,72.4539884046612,,,
21544,1968479.02384185,70.1383613920309,,,
14678,2619644.27485377,67.8554355066865,,,
10000,3472700.26269092,65.8026363667853,,,
6812.9,4521751.94639429,64.1050645251303,,,
4641.6,5829069.88333054,63.2239419006529,,,
3162.3,7504390.76462612,63.145967139677,,,
2154.4,9677337.89403347,64.1522112084506,,,
1467.8,12671800.8710305,65.7021069932868,,,
1000,16883560.1149794,67.4730172974244,,,
681.29,22762664.4179473,68.7744194984758,,,
464.16,30977929.488322,69.6335003976502,,,
316.23,42231028.1390468,69.9021968991698,,,
215.44,57847829.2473037,69.3690228800272,,,
146.78,78050689.5637876,68.6487128709514,,,
100,105297290.197936,67.4924289719247,,,
68.129,141248667.143011,66.043422340363,,,
46.416,187747555.0005,64.047743051385,,,
31.623,249473809.737506,62.44826629214,,,
21.544,326788559.985627,60.0714306103059,,,
14.678,425007631.820352,57.3661010130614,,,
10,539820127.90399,54.0261480265659,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,598783.444063224,79.135185156745,178000,85384000000,2.8466E-12
68129,829505.653037899,77.5192285845603,,,
46416,1137995.04074625,77.1814046792206,,,
31623,1563368.69128404,77.3629699828017,,,
21544,2174419.31911058,78.223368910683,,,
14678,3104172.66073248,84.1884689244731,,,
10000,5396367.64432067,88.3028277204923,,,
6812.9,7816373.44809164,89.8143393303281,,,
4641.6,11435470.4540309,91.0587406526387,,,
3162.3,16927587.6938234,91.7431666521123,,,
2154.4,25209087.0808205,92.4271963817744,,,
1467.8,37741341.8627253,92.826444496497,,,
1000,56482383.7324368,93.2298425303743,,,
681.29,84302209.3880721,93.4961589965727,,,
464.16,126688362.882906,94.0200363607651,,,
316.23,190552564.503892,93.8130708890304,,,
215.44,287826101.823688,92.7529885093126,,,
146.78,425847032.413406,92.15981520881,,,
100,626256848.013445,91.6097252602393,,,
68.129,925609391.469606,90.6596774417405,,,
46.416,1353690891.63772,87.847670322069,,,
31.623,1937808756.7517,87.8359976501689,,,
21.544,2957048452.73471,85.1045010947278,,,
14.678,4148502995.33943,87.0274172643627,,,
10,6591529659.79621,86.6939699728073,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,734870.792503747,80.4103134480715,261430,7559700000,4.5053E-12
68129,1028513.28871249,78.0102377381889,,,
46416,1414743.75442945,76.5041615682615,,,
31623,1935139.20896017,75.7355848388522,,,
21544,2639518.70332936,75.541296851521,,,
14678,3582993.26023752,76.0320079688745,,,
10000,4952700.81684148,76.964578904232,,,
6812.9,6862543.14957625,78.2480742416769,,,
4641.6,9603839.05724511,79.5799438817564,,,
3162.3,13554549.8370784,80.4575274186147,,,
2154.4,19291058.0026457,81.3619640399508,,,
1467.8,27442155.1676555,81.7890958648799,,,
1000,39071389.6675413,82.2328562771504,,,
681.29,55680402.275578,82.3080949540135,,,
464.16,78913728.3033848,82.0738863035286,,,
316.23,112529897.759923,82.0568451972191,,,
215.44,160116598.578198,81.6739895386429,,,
146.78,224519219.685193,80.7814072451886,,,
100,318385559.365001,79.848268119745,,,
68.129,446583916.647317,80.113374382848,,,
46.416,622450812.137599,79.9301465266262,,,
31.623,863054429.166627,79.6511204283441,,,
21.544,1223050766.20131,79.7927232459384,,,
14.678,1714908545.95464,82.8096991415908,,,
10,2451508944.27599,78.0771633923813,,,
Frequency (Hz),Z (Ω),-Phase (°),Output Rs.R (Ω),Output Rct.R (Ω),Output C.C (F)
100000,675346.342463688,84.1539542409949,140090,1186100000,3.8862E-12
68129,965458.413126844,82.9883419444264,,,
46416,1369495.79869663,82.5110633869726,,,
31623,1937024.73838617,82.4537039284279,,,
21544,2757152.85579964,82.4668712328869,,,
14678,3894252.54641753,81.9929866082845,,,
10000,5549636.45545771,82.0593334183239,,,
6812.9,7891911.23901396,81.7042909314465,,,
4641.6,11189700.029232,81.504945439791,,,
3162.3,15952022.8822033,80.8655763533805,,,
2154.4,22528501.1594609,80.1301682196567,,,
1467.8,31790023.532488,79.2480686928454,,,
1000,44555737.6744947,78.2181764550602,,,
681.29,62060809.9717007,77.1898764644464,,,
464.16,86725182.8925554,75.9417760536045,,,
316.23,119883377.036636,74.3388326961621,,,
215.44,166683883.100298,72.8921442676908,,,
146.78,227641226.458116,71.0698737400188,,,
100,309532867.213277,68.8232187109048,,,
